t,S,I,R,scale_contact,scale_infection_prob,scale_gamma,beta,gamma,contact_rate,infection_prob,I0,N
0.0,11350.0,2.0,0.0,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
0.25,11349.793055216041,2.144444783958774,0.0625,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
0.5,11349.571168430517,2.2993176699838958,0.12951389949871167,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
0.75,11349.333261520345,2.4653709029690636,0.20136757668570843,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
1.0,11349.078178681233,2.643410901364334,0.27841041740349165,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
1.25,11348.804680846964,2.8343021449657617,0.3610170080711271,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
1.5,11348.511439710219,3.038971339681982,0.4495889501013071,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
1.75,11348.197031316831,3.258411878705346,0.5445568044663691,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
2.0,11347.859929203496,3.4936886208318794,0.6463821756759112,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
2.25,11347.498497046854,3.7459430080732328,0.7555599450769074,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
2.5,11347.110980789736,4.016398546188897,0.8726206640791959,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
2.75,11346.695500208014,4.306366673342373,0.998133118647599,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
3.0,11346.25003987906,4.617253043754645,1.1327070771895482,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
3.25,11345.772439510201,4.950564254996244,1.2769962348068808,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
3.5,11345.2603835828,5.307915049429053,1.4317013677755135,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
3.75,11344.711390264649,5.691036022284561,1.5975737130701715,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
4.0,11344.122799540288,6.101781870949617,1.775418588766564,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
4.25,11343.491760505543,6.542140222226954,1.9660992722337396,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
4.5,11342.815217769177,7.014241076648068,2.170541154178332,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
4.75,11342.089896900838,7.520366911342325,2.389736187823584,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
5.0,11341.31228886069,8.062963485509245,2.6247476538030314,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
5.25,11340.478633342076,8.644651395200736,2.8767152627251953,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
5.5,11339.584900954282,9.26823842689535,3.1468606188252184,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
5.75,11338.626774168102,9.936732762234485,3.436493069665698,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
6.0,11337.59962694223,10.653357089286384,3.7470159684855258,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
6.25,11336.498502943676,11.42156367880097,4.079933377525725,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
6.5,11335.318092270407,12.245050487107738,4.436857242488255,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
6.75,11334.052706579214,13.12777835057782,4.819515070210372,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
7.0,11332.696252516433,14.073989339904049,5.229758143665928,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
7.25,11331.242203343636,15.088226345829447,5.66957031053793,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
7.5,11329.683568644808,16.17535397135015,6.1410773838451,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
7.75,11328.01286199575,17.3405808088028,6.646557195449792,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
8.0,11326.222066470697,18.589483183581866,7.188450345724879,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
8.25,11324.302597855318,19.928030449474463,7.769371695211813,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
8.5,11322.24526542955,21.362611923695543,8.39212264675789,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
8.75,11320.04023017804,22.900065552591087,9.059704269373377,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
9.0,11317.676960280536,24.547708401576358,9.775331317891848,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
9.25,11315.144183729462,26.313369065101213,10.542447205441109,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
9.5,11312.429837917098,28.205422094181934,11.364739988725521,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
9.75,11309.521016030649,30.232824540187487,12.246159429168706,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
10.0,11306.403910089977,32.405154713977325,13.190935196049566,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
10.25,11303.063750460147,34.7326532589948,14.203596280861357,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
10.5,11299.484741669461,37.226266635337204,15.288991695204944,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
10.75,11295.64999436351,39.897693108933964,16.452312527559233,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
11.0,11291.541453227268,42.75943133552137,17.69911543721342,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
11.25,11287.139820710732,45.82483162282168,19.035347666448462,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
11.5,11282.424476399447,49.108149945894645,20.46737365466164,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
11.75,11277.373391879868,52.62460477966416,22.002003340470846,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
12.0,11271.96304096145,56.39043679871806,23.646522239835353,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
12.25,11266.168305133038,60.422971477168815,25.40872338979529,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
12.5,11259.962374151422,64.74068460012279,27.296941248456818,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
12.75,11253.31664168524,69.36327067255087,29.320087642210655,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
13.0,11246.200595968843,74.31171418043127,31.487689850727868,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
13.25,11238.581705458912,79.60836362222408,33.80993091886634,0.95,1.05,1.0,0.41396249999999996,0.125,9.5,0.043574999999999996,2.0,11352.0
