t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.948701688058,1.0285483119428862,0.022750000000000003
0.5,7209.895939271304,1.0579112545994274,0.04614947409670067
0.75,7209.841670993014,1.0881120518472986,0.07021695513883765
1.0,7209.7858539072995,1.119174588382204,0.0949715043183637
1.25,7209.728443845348,1.1511234284480025,0.12043272620405884
1.5,7209.669395380705,1.183983835093488,0.1466207842012509
1.75,7209.60866179358,1.2177817899703838,0.17355641644962777
2.0,7209.5461950341405,1.2525440136875055,0.201260952171454
2.25,7209.48194568478,1.288297986736437,0.22975632848284477
2.5,7209.415862921313,1.32507197100448,0.2590651076810987
2.75,7209.347894473087,1.3628950318910464,0.28921049502145063
3.0,7209.277986581958,1.4017970610440968,0.32021635699697193
3.25,7209.20608396013,1.4418087997336633,0.35210724013572514
3.5,7209.132129746789,1.482961862879942,0.384908390329666
3.75,7209.056065463535,1.525288763753901,0.41864577271018466
4.0,7208.977830968544,1.5688229393688182,0.4533460920855859
4.25,7208.897364409461,1.613598776581643,0.4890368139562265
4.5,7208.814602174952,1.6596516389235676,0.5257461861234589
4.75,7208.72947884491,1.7070178941796974,0.5635032609089701
5.0,7208.641927139259,1.755734942738223,0.6023379180015582
5.25,7208.5518778653195,1.8058412467300204,0.6422808879488529
5.5,7208.459259863706,1.857376359980148,0.6833637763119609
5.75,7208.363999952704,1.910380958793251,0.7256190885015092
6.0,7208.266022871089,1.9648968735954542,0.7690802553140557
6.25,7208.165251219354,2.020967121455889,0.8137816591883522
6.5,7208.061605399285,2.078635939511592,0.8597586612014737
6.75,7207.955003551853,2.137948819320108,0.9070476288253624
7.0,7207.845361493369,2.1989525421647427,0.9556859644648948
7.25,7207.7325926498615,2.2616952153380305,1.0057121347991427
7.5,7207.616607989621,2.326226309429624,1.0571657009480828
7.75,7207.497315953866,2.392596696645455,1.1100873494876067
8.0,7207.374622385477,2.460858690185683,1.1645189243362908
8.25,7207.248430455751,2.5310660847096202,1.220503459538015
8.5,7207.118640589117,2.603274197916507,1.278085212965159
8.75,7206.985150385759,2.6775399132717173,1.3373097009677595
9.0,7206.847854542095,2.75392172390868,1.398223733994691
9.25,7206.706644769047,2.8324797777375403,1.4608754532136135
9.5,7206.561409708049,2.9132759237923054,1.5253143681571424
9.75,7206.412034844726,2.9963737598489923,1.5915913954234173
10.0,7206.258402420191,3.0818386813480414,1.6597588984599818
10.25,7206.100391339883,3.1697379316550505,1.7298707284606498
10.5,7205.937877079898,3.2601406536946613,1.8019822664058023
10.75,7205.770731590727,3.3531179429932436,1.8761504662773558
11.0,7205.598823198351,3.4487429021668268,1.9524338994804522
11.25,7205.422016502602,3.5470906968915563,2.0308928005047475
11.5,7205.2401722727445,3.64823861339479,2.1115891138590306
11.75,7205.053147340179,3.7522661175057985,2.194586542313762
12.0,7204.860794488205,3.8592549153058835,2.279950596487019
12.25,7204.662962338769,3.969289015418607,2.3677486458102277
12.5,7204.459495236105,4.082454792981691,2.458049970911001
12.75,7204.2502331272035,4.198841055343046,2.5509258174513345
13.0,7204.035011439013,4.318539109524266,2.6464494514603887
13.25,7203.8136609523,4.441642831495842,2.744696216202066
13.5,7203.58600767207,4.568248737309261,2.8457435906185964
