t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.953715808773,1.0246175245599976,0.021666666666666667
0.5,7209.906292519766,1.0498407672023549,0.043866713032133284
0.75,7209.857702120471,1.0756846165414142,0.0666132629881843
1.0,7209.807915910588,1.1021643263987912,0.08991976301324828
1.25,7209.756904485191,1.1292955247239336,0.1137999900852221
1.5,7209.704637717482,1.1570942227306915,0.138268059787574
1.75,7209.651084741132,1.1855768242550355,0.16333843461340566
2.0,7209.596213932189,1.2147601353391746,0.18902593247226476
2.25,7209.539992890548,1.2446613740474513,0.21534573540461355
2.5,7209.482388420972,1.2752981805195056,0.242313398508975
2.75,7209.423366513647,1.3066886272663327,0.2699448590868976
3.0,7209.362892324274,1.3388512297149795,0.29825644601100143
3.25,7209.30093015367,1.3718049570077595,0.32726488932149267
3.5,7209.237443426881,1.4055692430619984,0.3569873300566608
3.75,7209.17239467178,1.4401639978964524,0.3874413303230041
4.0,7209.105745497158,1.475609619230688,0.4186448836107606
4.25,7209.037456570275,1.5119270043638435,0.4506164253607588
4.5,7208.967487593872,1.5491375623393453,0.4833748437886421
4.75,7208.895797282625,1.5872632264022886,0.5169394909726612
5.0,7208.822343339032,1.626326466756349,0.5513301942113775
5.25,7208.747082428715,1.666350303627241,0.5865672676577651
5.5,7208.669970155123,1.7073583206398906,0.6226715242363553
5.75,7208.590961033633,1.7493746785166555,0.6596642878502196
6.0,7208.510008465011,1.7924241291040763,0.6975674058847471
6.25,7208.4270647082485,1.836532029735816,0.7364032620153353
6.5,7208.3420808527335,1.8817243579396052,0.7761947893262781
6.75,7208.255006789755,1.9280277264961825,0.8169654837483028
7.0,7208.165791183318,1.9754693988583945,0.8587394178223867
7.25,7208.074381440262,2.024077304938791,0.9015412547976519
7.5,7207.980723679653,2.0738800572742333,0.9453962630713257
7.75,7207.884762701444,2.1249069675762207,0.9903303309789341
8.0,7207.78644195438,2.1771880636758083,1.0363699819430856
8.25,7207.685703503138,2.2307541068722023,1.0835423899893948
8.5,7207.582487994667,2.2856366096942904,1.1318753956382925
8.75,7207.476734623733,2.341867854084568,1.1813975221816688
9.0,7207.368381097631,2.399480910015122,1.2321379923535012
9.25,7207.25736360005,2.458509654545523,1.2841267454038288
9.5,7207.1436167540805,2.5189887913326987,1.3373944545856484
9.75,7207.027073584331,2.580953870603052,1.3919725450645235
10.0,7206.907665478141,2.6444413095973056,1.447893212260923
10.25,7206.785322145865,2.7094884134987725,1.5051894406355313
10.5,7206.659971580216,2.776133396855956,1.5638950229280046
10.75,7206.531540014629,2.844415405510617,1.6240445798598837
11.0,7206.399951880644,2.9143745390426585,1.6856735803126137
11.25,7206.265129764264,2.986051873743409,1.7488183619918714
11.5,7206.126994361281,3.059489486129108,1.8135161525896453
11.75,7205.985464431537,3.1347304770066438,1.879805091455776
12.0,7205.840456752105,3.2118189961038017,1.94772425179092
12.25,7205.6918860693495,3.2908002672765515,2.017313663373169
12.5,7205.539665049862,3.37172061430611,2.088614335830828
12.75,7205.383704230227,3.4546274872987803,2.161668282474127
13.0,7205.223911965599,3.5395694897018037,2.2365185446989337
13.25,7205.060194377075,3.626596405948707,2.3132092169758063
13.5,7204.892455297814,3.715759229747881,2.3917854724380283
13.75,7204.72059621789,3.80711019302838,2.472293589082566
14.0,7204.544516227845,3.900702795557174,2.554780976598181
14.25,7204.364111960923,3.996591835242352,2.639296203835253
14.5,7204.179277533931,4.094833439137035,2.7258890269321707
14.75,7203.989904486728,4.195485095158991,2.8146104181134732
15.0,7203.795881720284,4.298605684541245,2.905512595175251
15.25,7203.597095433298,4.404255515029197,2.998649051673645
15.5,7203.393429057328,4.512496354840045,3.0940745878326106
15.75,7203.184763190413,4.623391467400571,3.191845342187478
16.0,7202.970975529141,4.73700564687961,3.292018823981157
16.25,7202.751940799139,4.853405254531768,3.3946539463302154
16.5,7202.527530683954,4.9726582558692485,3.499811060178404
16.75,7202.297613752267,5.094834258678885,3.6075519890555707
17.0,7202.06205538344,5.220004551901736,3.71794006466028
17.25,7201.820717691324,5.348242145392888,3.8310401632848174
17.5,7201.57345944632,5.479621810579324,3.9469187431016635
17.75,7201.3201359956365,5.614220122034026,4.065643882330882
18.0,7201.060599181708,5.75211549998467,4.187285318308286
18.25,7200.794697258751,5.8933882537755915,4.3119144874746205
18.5,7200.522274807393,6.038120626301882,4.439604566306425
18.75,7200.243172647357,6.186396839434768,4.570430513209632
19.0,7199.957227748147,6.338303140457636,4.704469111397385
19.25,7199.664273137695,6.4939278495323025,4.841799012773968
19.5,7199.364137808939,6.653361408215368,4.9825007828471675
19.75,7199.056646624264,6.816696429044705,5.126656946691834
20.0,7198.7416202177965,6.9840277462163405,5.2743520359878024
20.25,7198.418874895473,7.1554524673722,5.425672637155823
20.5,7198.088222532866,7.331070026519386,5.580707440615554
20.75,7197.749470470709,7.510982238101841,5.73954729119014
21.0,7197.402421408073,7.695293352245414,5.902285239682347
21.25,7197.046873293155,7.884110111197536,6.069016595647664
21.5,7196.682619211627,8.077541806982843,6.239838981390277
21.75,7196.309447272495,8.275700340296217,6.414852387208239
22.0,7195.92714049143,8.478700280654865,6.594159227914656
22.25,7195.535476671506,8.686658927831145,6.777864400662178
22.5,7195.134228281313,8.899696374587934,6.9660753440985195
22.75,7194.72316233038,9.11793557073841,7.158902098881258
23.0,7194.302040241867,9.341502388552179,7.356457369580591
23.25,7193.870617722471,9.570525689529697,7.558856587999221
23.5,7193.428644629495,9.805137392566948,7.766217977939031
23.75,7192.9758648350235,10.045472543532318,7.9786626214446486
24.0,7192.512016087168,10.291669386277569,8.196314526554515
24.25,7192.036829868305,10.54386943510473,8.419300696590529
24.5,7191.550031250272,10.802217548710644,8.647751201017797
24.75,7191.0513387464625,11.066862005630739,8.881799247906528
25.0,7190.540464160767,11.337954581203473,9.121581258028527
25.25,7190.017112433302,11.615650626076638,9.36723694062127
25.5,7189.48098148287,11.900109146276527,9.618909370852931
25.75,7188.931762046117,12.191492884860631,9.876745069022256
26.0,7188.3691375132985,12.489968405174242,10.14089408152757
26.25,7187.792783760629,12.795706175730949,10.411510063639678
