t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.956030018335,1.0201366483319976,0.023833333333333335
0.5,7209.91117490216,1.0406785077207126,0.048146590118579274
0.75,7209.865416850989,1.0616337211245586,0.07294942788592293
1.0,7209.8187377070735,1.0830105946867237,0.09825169823939157
1.25,7209.771118948267,1.1048176009869572,0.12406345074609182
1.5,7209.72254168074,1.1270633823574037,0.15039493690294764
1.75,7209.672986631554,1.1497567542637135,0.17725661418246577
2.0,7209.622434141088,1.1729067087526857,0.20465915015908429
2.25,7209.570864155315,1.1965224179677163,0.23261342671768998
2.5,7209.518256217921,1.2206132377333534,0.26113054434592053
2.75,7209.464589462278,1.245188711210279,0.2902218265118988
3.0,7209.409842603249,1.2702585726220659,0.3198988241290771
3.25,7209.353993928835,1.2958327510550782,0.350173320109903
3.5,7209.297021291657,1.3219213743329123,0.38105733401004904
3.75,7209.238902100268,1.348534772966797,0.41256312676498347
4.0,7209.179613310296,1.3756834841833965,0.44470320552069215
4.25,7209.119131415408,1.4033782560314916,0.4774903285603964
4.5,7209.057432438102,1.4316300515690303,0.5109375103291469
4.75,7208.99449192031,1.460450053132075,0.5450580265582088
5.0,7208.930284913822,1.4898496666871952,0.5798654194911899
5.25,7208.864785970518,1.5198405262688826,0.6153735032139014
5.5,7208.797969132407,1.5504344985035945,0.6515963690899764
5.75,7208.729807921474,1.5816436872220576,0.6885483913043121
6.0,7208.660275329323,1.6134804381614927,0.7262442325164378
6.25,7208.589343806615,1.6459573437594521,0.7646988496259534
6.5,7208.516985252308,1.679087248040988,0.8039274996522203
6.75,7208.443171002669,1.712883251600899,0.8439457457305305
7.0,7208.367871820091,1.7473587166828366,0.8847694632270185
7.25,7208.291057881669,1.7825272723570769,0.9264148459746262
7.5,7208.212698767569,1.8184028197987991,0.9688984126324699
7.75,7208.132763449161,1.854999537668742,1.012237013171008
8.0,7208.051220276917,1.892331887598138,1.0564478354854463
8.25,7207.968036968081,1.9304146197798622,1.1015484121398686
8.5,7207.883180594088,1.9692627786677588,1.147556627244622
8.75,7207.796617567745,2.0088917087861478,1.194490723469537
9.0,7207.7083136301535,2.0493170606515396,1.242369309195607
9.25,7207.618233837385,2.090554796808627,1.291211365807802
9.5,7207.526342546887,2.13262119798265,1.341036255131741
9.75,7207.432603403634,2.1755328693502682,1.3918637270169942
10.0,7207.336979326,2.2193067469311067,1.4437139270698423
10.25,7207.23943249136,2.263960104102183,1.496607404538367
10.5,7207.139924321411,2.3095105582374433,1.5505651203528024
10.75,7207.038415467202,2.3559760774746916,1.605608455324128
11.0,7206.9348657938845,2.4033749876122124,1.6617592185039416
11.25,7206.829234365155,2.4517259791374353,1.7190396557086993
11.5,7206.7214794274,2.501048114390025,1.777472458211475
11.75,7206.611558393535,2.55136083486181,1.8370807716044373
12.0,7206.49942782653,2.6026839686360117,1.8978882048353105
