t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,11351.0,1.0,0.0,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
0.25,11350.891072096327,1.0761154036733616,0.0328125,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
0.5,11350.773854226165,1.1580232371513173,0.06812253668303217,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
0.75,11350.647715695643,1.2461641302044237,0.10612017415205977,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
1.0,11350.511977862132,1.3410122031918057,0.1470099346743924,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
1.25,11350.365910494293,1.4430776081136958,0.19101189759162354,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
1.5,11350.208727856629,1.5529092617610074,0.23836288160785418,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
1.75,11350.039584497865,1.6710977853729148,0.2893177167593872,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
2.0,11349.857570720878,1.7982786662768906,0.344150612841936,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
2.25,11349.661707710293,1.9351356581248034,0.40315663157914644,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
2.5,11349.450942292076,2.082404437558421,0.46665327036136656,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
2.75,11349.224141297584,2.2408765364431873,0.5349821659687523,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
3.0,11348.98008550247,2.41140357020585,0.6085109273207944,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
3.25,11348.717463108724,2.5949017843050735,0.6876351069681739,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
3.5,11348.43486273577,2.7923569424604517,0.7727803217656841,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
3.75,11348.130765884085,3.0048295819704767,0.8644045339401677,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
4.0,11347.803538832128,3.233460663270251,0.963000504598574,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
4.25,11347.451423924564,3.4794776428216116,1.0690984326121291,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
4.5,11347.072530206731,3.744201000498376,1.1832687927672132,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
4.75,11346.664823357067,4.0290512548344015,1.3061253880960662,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
5.0,11346.226114865753,4.335556501848727,1.43832863239532,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
5.25,11345.754050404228,4.665360515656987,1.5805890801122313,1.05,1.0,1.05,0.43574999999999997,0.13125,10.5,0.041499999999999995,1.0,11352.0
