t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
0.25,10802.533815076638,534.6224349233615,14.84375,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
0.5,10749.883443406885,571.4012030563279,30.715353536787294,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
0.75,10693.885312285704,610.435860961775,47.67882675252203,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
1.0,10634.373361244836,651.8254973803395,65.80114137482472,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
1.25,10571.179938912934,695.6678502587627,85.15221082830355,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
1.5,10504.136848415352,742.0583014517881,105.80485013286057,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
1.75,10433.076550100535,791.0887439422544,127.83470595721053,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
2.0,10357.833528706415,842.8463182505888,151.3201530429962,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
2.25,10278.245829830981,897.412017052957,176.34215311606056,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
2.5,10194.156767683933,954.859159943745,202.9840723723202,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
2.75,10105.416802520156,1015.251743796692,231.33145368315013,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
3.0,10011.885581858116,1078.6426783147688,261.47173982711445,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
3.25,9913.434134559422,1145.0719211009925,293.4939443395841,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
3.5,9809.947201115525,1214.5645318872046,327.4882669972698,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
3.75,9701.32567712054,1287.1286713417887,363.54565153767123,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
4.0,9587.489140021702,1362.7535760101669,401.7572839681306,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
4.25,9468.37842200252,1441.407547241546,442.2140307559324,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
4.5,9343.958184500592,1523.0359981847405,485.0058173146658,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
4.75,9214.219442686093,1607.5596088031307,530.2209485107753,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
5.0,9079.18198158101,1694.8726440218707,577.9453743971183,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
5.25,8938.896599786684,1784.8414941967976,628.2619060165175,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
5.5,8793.44711244776,1877.303499676753,681.2493878754849,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
5.75,8642.952042568726,1972.066121909134,736.9818355221385,0.95,1.05,0.95,0.41396249999999996,0.11875,9.5,0.043574999999999996,500.0,11352.0
