t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.951401599212,1.0258484007879973,0.022750000000000003
0.5,7209.901547343523,1.052364605358594,0.046088051117926944
0.75,7209.850404805018,1.079565849091351,0.07002934588983496
1.0,7209.79794071977,1.1074698112728825,0.0945894689566632
1.25,7209.744120966355,1.1360946264816503,0.11978440716312128
1.5,7209.688910543822,1.1654588962622088,0.14563055991557883
1.75,7209.6322735490985,1.1955817010961274,0.1721447498055441
2.0,7209.574173153817,1.2264826126769897,0.199344233505481
2.25,7209.514571580559,1.258181706497045,0.22724671294388252
2.5,7209.45343007848,1.290699574753272,0.2558703467666903
2.75,7209.390708898327,1.3240573395807922,0.2852337620923272
3.0,7209.326367266811,1.3582766666217705,0.31535606656779025
3.25,7209.2603633603285,1.3933797789381208,0.34625686073343553
3.5,7209.192654278019,1.4293894712765425,0.3779562507042778
3.75,7209.1231960141295,1.4663291246946055,0.41047486117581916
4.0,7209.05194342968,1.5042227215568158,0.44383384876262144
4.25,7208.978850223411,1.5430948609097936,0.478054915678039
4.5,7208.90386890199,1.5829707742459185,0.5131603237637368
4.75,7208.826950749457,1.623876341665008,0.5491729088778314
5.0,7208.748045795905,1.6658381084438234,0.5861160956507103
5.25,7208.667102785359,1.7088833020234193,0.6240139126178073
5.5,7208.584069142837,1.7530398494245878,0.66289100773884
5.75,7208.498890940585,1.7983363951018851,0.7027726643132494
6.0,7208.411512863451,1.844802319246967,0.7436848173018172
6.25,7208.321878173383,1.8924677565522048,0.7856540700646857
6.5,7208.229928673028,1.9413636154458076,0.8287077115262483
6.75,7208.135604668412,1.9915215978099252,0.8728737337776404
7.0,7208.038844930678,2.0429742191934728,0.9181808501278163
7.25,7207.939586656854,2.0957548295316757,0.9646585136144677
7.5,7207.837765429629,2.149897634384611,1.0123369359863135
7.75,7207.733315176124,2.2054377167072823,1.0612471071685634
8.0,7207.626168125612,2.262411059164066,1.111420815223654
8.25,7207.516254766179,2.3208545670006195,1.1628906668196366
8.5,7207.403503800294,2.3808060914866664,1.2156901082189007
8.75,7207.287842099256,2.442304453943336,1.2698534468002223
9.0,7207.169194656502,2.5053894703690514,1.3254158731274333
9.25,7207.047484539742,2.5701019766782625,1.3824134835783293
9.5,7206.922632841884,2.636483854567614,1.4408833035477597
9.75,7206.794558630735,2.704578058024475,1.500863311239173
10.0,7206.663178897446,2.774428640493049,1.5623924620592298
10.25,7206.528408503655,2.8460807827136287,1.6255107136304467
10.5,7206.390160127311,2.919580821250869,1.6902590514371818
10.75,7206.248344207151,2.994976277727296,1.7566795151206391
