t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,11350.0,2.0,0.0,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
0.25,11349.782163385307,2.161586614693446,0.05625,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
0.5,11349.5467315487,2.336223827762601,0.11704462353825318,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
0.75,11349.292284165698,2.524964915608679,0.18275091869407634,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
1.0,11349.01728640921,2.7289480338458274,0.25376555694557046,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
1.25,11348.720079743707,2.9494030358952097,0.3305172203974843,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
1.5,11348.398871983494,3.1876588357239712,0.4134691807820371,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
1.75,11348.05172655692,3.4451513575446593,0.5031220855367737,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
2.0,11347.676550913977,3.7234321185564894,0.6000169674677173,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
2.25,11347.271084009892,4.024177494307141,0.7047384958021186,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
2.5,11346.832882792176,4.349198719995818,0.8179184878295069,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
2.75,11346.359307613133,4.700452685038626,0.9402397018293893,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
3.0,11345.847506483915,5.080053582489428,1.0724399335961006,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
3.25,11345.29439807993,5.490285479466672,1.2153164406036157,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
3.5,11344.696653400695,5.933615879592346,1.3697307197136157,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
3.75,11344.050675980057,6.412710353615739,1.5366136663271504,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
4.0,11343.352580535095,6.930448319883714,1.716971145022593,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
4.25,11342.59816993384,7.489940062141148,1.9118900040193225,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
4.5,11341.782910353426,8.09454507830867,2.1225445682670423,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
4.75,11340.901904491011,8.747891860396331,2.3502036485944737,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
5.0,11339.94986268026,9.453899212574749,2.5962381071681206,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
5.25,11338.921071755842,10.216799221639471,2.8621290225217857,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
5.5,11337.809361497708,11.041162001664865,3.1494765006303957,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
5.75,11336.608068475536,11.931922342540208,3.4600091819272203,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
6.0,11335.309997101896,12.894408400295312,3.7955944978111638,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
6.25,11333.907377690304,13.934372575629636,4.15824973406947,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
6.5,11332.391821301424,15.058024735821174,4.550153962759053,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
6.75,11330.75427114739,16.272067944160334,4.973660908454024,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
7.0,11328.984950310456,17.58373687016598,5.431312819383534,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
7.25,11327.073305518134,19.000839063014233,5.925855418856952,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
7.5,11325.007946702757,20.531799279743208,6.460254017504227,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
7.75,11322.776582058996,22.185707068761296,7.037710872247005,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
8.0,11320.36594829862,23.972367817826946,7.6616838835559165,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
8.25,11317.761735787777,25.90235748379318,8.335906728432299,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
8.5,11314.948508238547,27.987081228790547,9.064410532663983,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
8.75,11311.909616613897,30.238836193880644,9.851547192223716,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
9.0,11308.627106893606,32.670878646218185,10.70201446017661,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
9.25,11305.081621338879,35.29749573901985,11.620882922101496,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
9.5,11301.25229288555,38.1340821246877,12.613624989761428,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
9.75,11297.116632290756,41.19722165972642,13.68614604951827,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
10.0,11292.650407656318,44.504774434985194,14.844817908698076,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
10.25,11287.827515954821,48.07596935549735,16.096514689682035,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
10.5,11282.619846192283,51.931502479912204,17.448651327805397,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
10.75,11276.997133855743,56.09364130920567,18.909224835052928,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
11.0,11270.926806316273,60.58633518685488,20.486858496874337,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
11.25,11264.373818889366,65.43533193663173,22.19084917400463,1.0,1.05,0.9,0.43574999999999997,0.1125,10.0,0.043574999999999996,2.0,11352.0
