t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
0.25,10800.17828246124,536.1967175387597,15.625,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
0.5,10744.87039264224,574.7484599346726,32.38114742308624,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
0.75,10685.889544839118,615.7684183648365,50.34203679604476,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
1.0,10623.046082386558,659.3691177434947,69.5847998699459,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
1.25,10556.148614236632,705.6613009639356,90.19008479943011,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
1.5,10485.005346341242,754.752653204202,112.2420004545531,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
1.75,10409.425619490916,806.7463596418966,135.82802086718442,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
2.0,10329.22166275632,861.7394926376841,161.0388446059937,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
2.25,10244.210568300141,919.8212279489347,187.9682037509213,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
2.5,10154.216488982293,981.070893893379,216.7126171243255,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
2.75,10059.07305479796,1045.5558626435425,247.37108255849358,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
3.0,9958.62599772549,1113.3292990084017,280.0447032661043,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
3.25,9852.735967023642,1184.4277891162376,314.83624386011684,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
3.5,9741.281508468224,1258.8688792617736,351.8496122699993,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
3.75,9624.162171591322,1336.6485636617444,391.1892647469297,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
4.0,9501.301698901903,1417.7387687367345,432.95953236135927,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
4.25,9372.651240638581,1502.0848904770348,477.2638688843822,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
4.5,9238.192528247859,1589.6034500403505,524.2040217117896,0.95,1.1,1.0,0.433675,0.125,9.5,0.045649999999999996,500.0,11352.0
