t,S,I,R,scale_contact,scale_infection_prob,scale_gamma,beta,gamma,contact_rate,infection_prob,I0,N
0.0,11342.0,10.0,0.0,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
0.25,11340.96341393587,10.739711064129668,0.296875,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
0.5,11339.850252198827,11.534037628955971,0.6157101722163495,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
0.75,11338.654876544779,12.386996540893396,0.9581269143259799,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
1.0,11337.371236444473,13.302897681391073,1.3258658741337526,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
1.25,11335.992839374425,14.286364976523275,1.72079564905005,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
1.5,11334.512719034487,15.342358856221548,2.144922109290585,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
1.75,11332.923401357815,16.47620025434835,2.600398387834662,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
2.0,11331.216868171976,17.693596245136973,3.0895355828856284,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
2.25,11329.384518362778,19.000667415807868,3.6148142214131322,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
2.5,11327.417126385317,20.403977079362615,4.178896535319929,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
2.75,11325.304797959549,21.910562435587302,4.784639604863506,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
3.0,11323.036922780742,23.52796779208775,5.435109427170004,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
3.25,11320.602124068368,25.264279960635484,6.133595970997609,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
3.5,11317.988204770558,27.12816594711403,6.883629282328975,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
3.75,11315.182090235328,29.128913055788455,7.6889967088839235,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
4.0,11312.16976715445,31.276471530322667,8.553761315227643,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
4.25,11308.936218581457,33.581499854759116,9.482281563784097,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
4.5,11305.465354821934,36.05541283734429,10.479232340722259,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
4.75,11301.739939992282,38.71043259838801,11.549627409330917,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
5.0,11297.7415140429,41.55964258000466,12.69884337709556,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
5.25,11293.450310043534,44.6170446902773,13.932645266189448,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
5.5,11288.845166532828,47.89761968674018,15.257213780432055,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
5.75,11283.903434741449,51.41739089366979,16.679174364882154,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
6.0,11278.600880508939,55.19349133402515,18.205628157037978,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
6.25,11272.911580729546,59.244234339439636,19.844184931016848,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
6.5,11266.807814182213,63.58918767981965,21.60299813796896,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
6.75,11260.259946625634,68.24925122715366,23.490802147213607,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
7.0,11253.236310071683,73.24673813529901,25.516951793019732,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
7.25,11245.70307619067,78.60545947792082,27.69146433141142,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
7.5,11237.6241238509,84.3508122394414,30.025063909662194,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
7.75,11228.960900854232,90.50987049775033,32.52922864802061,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
8.0,11219.672280000226,97.11147957135331,35.21624042842257,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
8.25,11209.714409695482,104.18635282632366,38.099237478197125,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
8.5,11199.040559423791,111.76717074848231,41.19226982772861,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
8.75,11187.600960508487,119.88868178218985,44.510357709324175,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
9.0,11175.34264273285,128.58780431741792,48.06955294973294,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,10.0,11352.0
