t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.94857312086,1.0275935458074046,0.023833333333333335
0.5,7209.895727568709,1.055948118450054,0.04832431284174314
0.75,7209.841424237799,1.0850846858699894,0.07349107633146944
1.0,7209.785622946115,1.1150247925414212,0.09935226134470418
1.25,7209.728282405844,1.1457905752569353,0.12592701890027472
1.5,7209.669360193048,1.1774047793422435,0.153235027610565
1.75,7209.608812716505,1.209890775310906,0.1812965081848885
2.0,7209.5465951857,1.2432725759707437,0.2101322383297984
2.25,7209.48266157795,1.2775748539939589,0.23976356805710114
2.5,7209.4169646046275,1.3128229599632897,0.27021243541062384
2.75,7209.349455676472,1.3490429409068365,0.30150138262308224
3.0,7209.280084867953,1.3862615593345209,0.3336535727146952
3.25,7209.208800880667,1.4245063127894628,0.3666928065455013
3.5,7209.13555100574,1.4638054539279026,0.4006435403336502
3.75,7209.060281085208,1.504188011141633,0.4355309036522652
4.0,7208.982935472347,1.5456838097372572,0.47138071791780745
4.25,7208.903456990932,1.5883234936869528,0.5082195153832121
4.5,7208.821786893387,1.632138547965781,0.5460745586494178
4.75,7208.737864817802,1.6771613214909602,0.5849738607092689
5.0,7208.651628743785,1.7234250506789022,0.6249462055381368
5.25,7208.56301494712,1.770963883636202,0.666021169245984
5.5,7208.471957953195,1.8198129050011724,0.7082291418059802
5.75,7208.378390489173,1.8700081614529154,0.7516013493751748
6.0,7208.282243434873,1.9215866879053478,0.7961698772231359
6.25,7208.183445772313,1.974586534404015,0.8419676932848801
6.5,7208.081924533903,2.029046793743963,0.8890286723548424
6.75,7207.977604749235,2.085007629827381,0.9373876209390736
7.0,7207.870409390438,2.1425103067801734,0.9870803027832928
7.25,7207.760259316059,2.2015972188470854,1.0381434650948869
7.5,7207.6470732134385,2.2623119210854674,1.090614865477409
7.75,7207.530767539526,2.3246991608782457,1.1445332995966127
8.0,7207.411256460116,2.388804910287149,1.1999386295975443
8.25,7207.288451787441,2.454676399267736,1.2568718132927212
8.5,7207.162262916091,2.522362149768271,1.3153749341419356
8.75,7207.032596757222,2.5919120107350153,1.375491232044746
9.0,7206.899357670987,2.6633771940470052,1.437265134967264
9.25,7206.762447397172,2.736810311403938,1.5007422914253843
9.5,7206.621764983963,2.81226541219131,1.5659696038471782
9.75,7206.477206714816,2.8897980223475095,1.6329952628377378
10.0,7206.328666033372,2.969465184258111,1.7018687823703533
10.25,7206.1760334663695,3.051325497703195,1.772641035928505
10.5,7206.019196544494,3.135439161884078,1.8453642936237644
10.75,7205.85803972113,3.221868018556426,1.920092260315335
11.0,7205.692444288947,3.3106755962973096,1.9968801147575965
11.25,7205.522288294264,3.4019271559343554,2.0757845498026826
11.5,7205.34744644915,3.4956897371657534,2.1568638136857845
11.75,7205.16779004118,3.5920322064004884,2.2401777524215682
12.0,7204.983186840812,3.6910253058487834,2.32578785334078
12.25,7204.793501006311,3.7927417038933675,2.4137572897968425
12.5,7204.598592986155,3.897256046772809,2.5041509670729676
12.75,7204.398319418871,4.0046450116087895,2.597035569521053
13.0,7204.1925330302265,4.114987360809843,2.692479608964396
13.25,7203.981082527719,4.228363997884719,2.7905534743970306
13.5,7203.763812492289,4.344858024699187,2.891329483013283
13.75,7203.540563267188,4.464554800210754,2.994881932601947
14.0,7203.311170843944,4.587542000716413,3.1012871553403034
14.25,7203.0754667453275,4.713909681649208,3.2106235730240447
14.5,7202.833277905271,4.84375034096007,3.3229717537700174
14.75,7202.584426545649,4.977158984122002,3.438414470229566
15.0,7202.328730049855,5.114233190794403,3.5570367593511403
15.25,7202.066000833083,5.255073183185938,3.67892598373174
15.5,7201.796046209248,5.399781896155028,3.8041718945976717
15.75,7201.518668254457,5.548465049087704,3.932866696456033
16.0,7201.233663666949,5.701231219593182,4.06510511345929
16.25,7200.940823623417,5.858191919058193,4.2009844575262605
