t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.951401599212,1.028015067454664,0.020583333333333332
0.5,7209.901442047698,1.0568146421633773,0.04174331013844183
0.75,7209.850083248224,1.0864206735858477,0.06349607818963801
1.0,7209.7972860387345,1.1168557242109916,0.08585823705428004
1.25,7209.743010162672,1.1481429866165103,0.10884685071095629
1.5,7209.687214238481,1.1803063009996926,0.1324794605188128
1.75,7209.62985572826,1.2133701731922557,0.15677409854772312
2.0,7209.570890905548,1.2473597931723817,0.1817493012792637
2.25,7209.510274822223,1.2823010540874433,0.20742412368872856
2.5,7209.44796127448,1.3182205718012752,0.2338181537186951
2.75,7209.383902767865,1.355145704980201,0.260951527154938
3.0,7209.318050481352,1.3931045757324039,0.2888449429157805
3.25,7209.250354230418,1.4321260908156037,0.31751967876627246
3.5,7209.180762429103,1.472239963428393,0.34699760746889363
3.75,7209.109222051016,1.5134767356009848,0.3773012133827947
4.0,7209.0356785892745,1.5558678012015308,0.40845360952391496
4.25,7208.960076015327,1.59944542957458,0.4404785550986465
4.5,7208.882356736648,1.6442427898286849,0.47340047352405656
4.75,7208.802461553262,1.6902939757905895,0.5072444709480304
5.0,7208.720329613074,1.73763403164388,0.5420363552830534
5.25,7208.635898365963,1.786298978270442,0.5778026557677233
5.5,7208.549103516617,1.8363258403135252,0.6145706430704565
5.75,7208.459878976069,1.8877526739817017,0.6523683499502432
6.0,7208.368156811898,1.9406185956134836,0.6912245924896998
6.25,7208.273867197063,1.9949638110228705,0.7311689919160773
6.5,7208.176938357329,2.050829645646601,0.7722319970262981
6.75,7208.0772965172555,2.1082585755144043,0.8144449072325239
7.0,7207.974865844693,2.16729425906408,0.8578398962451954
7.25,7207.869568393768,2.2279815698237706,0.902450036410931
7.5,7207.761324046295,2.290366629984353,0.9483093237231369
7.75,7207.650050451593,2.3544968448854307,0.9954527035236482
8.0,7207.535662964649,2.4204209384389928,1.0439160969142067
8.25,7207.41807458259,2.4881889895153835,1.093736427897076
8.5,7207.2971958794205,2.5578524693168356,1.144951651264601
8.75,7207.17293493898,2.629464279764426,1.1976007812580391
9.0,7207.045197286061,2.703078792924931,1.2517239210165236
9.25,7206.91388581566,2.778751891504705,1.307362292837562
9.5,7206.778900720293,2.856541010438332,1.3645582692710336
9.75,7206.640139415333,2.936505179600485,1.4233554050692225
10.0,7206.497496462316,3.018705067670065,1.4837984700159992
10.25,7206.350863490167,3.103203027176401,1.5459334826588746
10.5,7206.200129114276,3.190063140757967,1.6098077449682555
10.75,7206.045178853388,3.2793512686647857,1.675469877948857
11.0,7205.885895044236,3.3711350975363943,1.742969858228874
11.25,7205.722156753861,3.465484190487986,1.8123590556531648
11.5,7205.553839689556,3.5624700385380703,1.8836902719073758
11.75,7205.38081610639,3.662166113411747,1.9570177802006177
12.0,7205.202954712213,3.764647921754446,2.0323973660350094
12.25,7205.02012057012,3.8699930607917556,2.1098863690911216
12.5,7204.8321749982715,3.9782812754717454,2.1895437262590853
12.75,7204.63897546703,4.0895945171269705,2.271430015845879
13.0,7204.440375493318,4.204017003694153,2.355607502990076
13.25,7204.236224532156,4.321635281530331,2.442140186316114
13.5,7204.026367865276,4.442538288865101,2.5310938458609464
13.75,7203.810646486766,4.5668174209293735,2.622536092306753
14.0,7203.588896985646,4.694566596801934,2.716536417554216
14.25,7203.360951425315,4.825882328015891,2.8131662466717224
14.5,7203.126637219778,4.960863788967976,2.912498991256716
14.75,7202.8857770065815,5.099612889174492,3.014610104246307
15.0,7202.638188516368,5.242234347418549,3.1195771362151485
15.25,7202.383684438968,5.388835767834113,3.227479793199514
15.5,7202.122072285941,5.539527717973209,3.338399996087433
15.75,7201.853154249482,5.694423808903524,3.452421941615715
16.0,7201.576727057602,5.853640777384473,3.569632165015646
16.25,7201.292581825481,6.017298570170682,3.690119604350143
16.5,7201.000503902923,6.185520430492676,3.813975666586156
16.75,7200.70027271779,6.358432986765418,3.9412942954471304
17.0,7200.391661615335,6.536166343576189,4.0721720410913855
17.25,7200.074437693334,6.718854175004135,4.206708131663329
17.5,7199.748361632912,6.906633820324632,4.345004546765497
17.75,7199.413187524949,7.099646382152441,4.487166092900512
18.0,7199.06866269199,7.298036827078426,4.63330048093315
18.25,7198.714527505522,7.501954088855373,4.783518405623848
18.5,7198.3505151985255,7.711551174189257,4.937933627286121
18.75,7197.976351673186,7.926985271192996,5.096663055621517
19.0,7197.591755303653,8.148417860560507,5.259826835786906
19.25,7197.196436733731,8.376014829519516,5.42754843675011
19.5,7196.790098669388,8.609946588622293,5.599954741991053
19.75,7196.37243566596,8.850388191434062,5.777176142606862
20.0,7195.943133909941,9.09751945717946,5.959346632880546
20.25,7195.501870995219,9.351525096407956,6.146603908374157
20.5,7195.048315693653,9.612594839739643,6.339089466608554
20.75,7194.582127719855,9.88092356975328,6.536948710393195
21.0,7194.102957490052,10.156711456078833,6.740331053870617
21.25,7193.610445874903,10.440164093757138,6.949390031341573
21.5,7193.104223946134,10.73149264492955,7.164283408938074
21.75,7192.583912716868,11.030913983920652,7.385173299212874
22.0,7192.049122875509,11.338650845777245,7.612226278715241
22.25,7191.49945451305,11.654931978326827,7.845613508624155
22.5,7190.934496843671,11.979992297818775,8.085510858511382
22.75,7190.353827918481,12.314073048211265,8.332099033308152
23.0,7189.757014332284,12.657421964166707,8.5855637035505
23.25,7189.143610923204,13.010293437818138,8.846095638979598
23.5,7188.513160465058,13.37294868936849,9.113890845574689
23.75,7187.86519335232,13.745655941584053,9.389150706097524
24.0,7187.199227277531,14.128690598242684,9.672082124228464
24.25,7186.514766901029,14.522335426596436,9.962897672375625
24.5,7185.8113035128545,14.926880743907143,10.261815743239735
24.75,7185.088314686671,15.342624608112345,10.56906070521849
25.0,7184.345263925588,15.769873012677442,10.88486306173547
25.25,7183.5816002997335,16.208940085688383,11.209459614579746
25.5,7182.796758075421,16.660148293237352,11.543093631343499
25.75,7181.990156335804,17.123828647151896,11.886015017045969
26.0,7181.161198592854,17.600320917115585,12.238480490033178
26.25,7180.309272390533,18.089973847225853,12.600753762243807
26.5,7179.433748899039,18.593145377031775,12.97310572393254
26.75,7178.533982499968,19.110202867091502,13.35581463294311
27.0,7177.609310362293,19.64152332908567,13.749166308624076
27.25,7176.659052009003,20.187493660519376,14.15345433048109
27.5,7175.682508874302,20.748510884041313,14.568980241660114
27.75,7174.678963851242,21.324982391404184,14.99605375735663
28.0,7173.64768082967,21.91732619208579,15.434992978246367
28.25,7172.587904224384,22.525971166584938,15.886124609033466
28.5,7171.498858493389,23.15135732440083,16.34978418221234
28.75,7170.379747646164,23.793936066698308,16.82631628713959
29.0,7169.229754741835,24.454170453655063,17.316074804512464
29.25,7168.048041377172,25.1325354764797,17.819423146350196
29.5,7166.833747164345,25.82951833408202,18.336734501574405
29.75,7165.585989198348,26.54561871436888,18.86839208728426
30.0,7164.3038615140495,27.281349080130116,19.414789405821686
30.25,7162.986434532811,28.037234959469853,19.97633050772103
30.5,7161.632754498636,28.81381524072849,20.553430260636784
30.75,7160.24184290383,29.61164247183003,21.14651462434178
31.0,7158.8126959041365,30.43128316397804,21.756020931886948
31.25,7157.344283723378,31.273318099611487,22.382398177012163
31.5,7155.835550047587,32.13834264451873,23.026107307895835
31.75,7154.285411408679,33.0269670639943,23.687621527328844
32.0,7152.692756557697,33.93981684290842,24.367426599396058
32.25,7151.056445827711,34.87753300954391,25.066021162745923
32.5,7149.375310486437,35.840772463038434,25.7839170505257
32.75,7147.648152078692,36.830208304252885,26.521639617056575
33.0,7145.8737417588145,37.846530169868075,27.279728071319113
33.25,7144.050819613194,38.890444569492416,28.058735817315565
33.5,7142.178093973089,39.962675225542625,28.859230801370952
33.75,7140.254240717934,41.063963415637645,29.681795866430036
34.0,7138.277902569377,42.195068317222905,30.527029113401912
34.25,7136.2476883762865,43.35676735411772,31.395544269598084
34.5,7134.162172391046,44.549856544652975,32.287971064303676
34.75,7132.019893537448,45.77515085103922,33.20495561151445
35.0,7129.81935467056,47.033484529576874,34.147160799865006
35.25,7127.559021828946,48.32571148129022,35.11526668976546
35.5,7125.237323479711,49.652705602535534,36.109970917755355
35.75,7122.852649756827,51.015361135100605,37.13198910807421
36.0,7120.403351693286,52.41459301527813,38.18205529143836
36.25,7117.887740447641,53.851337221359294,39.26092233100283
36.5,7115.304086525572,55.32655111895559,40.36936235547581
36.75,7112.650618997145,56.84121380351708,41.508167199340974
37.0,7109.925524710499,58.396326439373574,42.678148850130036
37.25,7107.1269475027475,59.99291259458166,43.88013990267381
37.5,7104.252987408942,61.63201857081473,45.11499402024562
37.75,7101.301699870022,63.314713727485874,46.383586402494885
38.0,7098.271094940707,65.04209079924378,47.6868142600523
38.25,7095.159136498403,66.81526620593019,49.02559729567007
38.5,7091.963741454228,68.63538035403379,50.40087819174213
38.75,7088.682778967354,70.50359792861941,51.813623104029325
39.0,7085.314069663956,72.4211081746537,53.26482216139341
39.25,7081.855384862093,74.3891251665877,54.7554899713217
39.5,7078.304445804007,76.40888806499518,56.28666613100063
39.75,7074.658922897331,78.48166135900004,57.85941574367178
40.0,7070.9164349668645,80.60873509316025,59.474829939977866
40.25,7067.074548518618,82.79142507740599,61.134026403978744
40.5,7063.130777017955,85.03107307855916,62.838149903488684
40.75,7059.082580183759,87.3290469918876,64.58837282435569
41.0,7054.927363300658,89.68674099107221,66.38589570827205
41.25,7050.6624765514425,92.10557565488783,68.23194779367161
41.5,7046.285214371948,94.58699806881857,70.12778755923472
41.75,7041.792814830769,97.1324818997479,72.07470326948457
42.0,7037.182459036301,99.74352744177958,74.07401352192105
42.25,7032.4512705737425,102.42166163116134,76.12706779509767
42.5,7027.5963149747995,105.16843802819632,78.23524699700575
42.75,7022.614599222976,107.9854367639393,80.39996401308612
43.0,7017.503071297471,110.87426444938603,82.62266425314387
43.25,7012.258619758834,113.8365540447731,84.90482619639373
43.5,7006.87807337967,116.8739646865154,87.2479619338153
43.75,7001.358200823839,119.98818146921607,89.65361770694608
44.0,6995.695710377721,123.18091518009224,92.12337444218744
44.25,6989.887249737289,126.45390198306788,94.65884827964435
44.5,6983.929405854845,129.8089030496935,97.2616910954625
44.75,6977.81870484947,133.24770413396186,99.93359101656868
45.0,6971.551611985343,136.7721150879987,102.6762729266594
45.25,6965.12453172226,140.3839693155203,105.4914989622207
45.5,6958.53380784284,144.08512315986266,108.3810689972985
45.75,6951.775723661024,147.87745522330516,111.34682111567234
46.0,6944.846502316654,151.7628656143297,114.39063206901871
46.25,6937.74230716104,155.74327511938196,117.51441771958032
46.5,6930.459242238587,159.82062429562794,120.7201334657876
46.75,6922.993352869663,163.9968724811336,124.00977464920594
