t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.948701688058,1.0307149786095529,0.020583333333333332
0.5,7209.895828125753,1.0623729909381643,0.04179888330971329
0.75,7209.841330972064,1.0950029672303816,0.06366606070652384
1.0,7209.785160404434,1.1286347237846084,0.08620487178201586
1.25,7209.727265073488,1.163298989999168,0.10943593651324904
1.5,7209.667592056371,1.1990274362382227,0.1333805073907319
1.75,7209.6060868086715,1.235852702542045,0.1580604887866353
2.0,7209.5426931148795,1.2738084282068445,0.18349845691395908
2.25,7209.477353037346,1.3129292822600866,0.20971768039454997
2.5,7209.410006863688,1.3532509948579827,0.23674214145440342
2.75,7209.340593052602,1.3948103896326025,0.2645965577652302
3.0,7209.269048178032,1.4376454170168476,0.29330640495183463
3.25,7209.195306871638,1.4817951885763323,0.3228979397854314
3.5,7209.119301763539,1.5273000123780527,0.3533982240836276
3.75,7209.040963421236,1.57420142942657,0.3848351493384092
4.0,7208.960220286707,1.6225422511993184,0.41723746209410606
4.25,7208.876998611589,1.6723665983135334,0.4506347900979587
4.5,7208.791222390396,1.7237199403582282,0.48505766924657895
4.75,7208.702813291723,1.7766491369255761,0.5205375713522858
5.0,7208.61169058737,1.8312024798770379,0.5571069327540039
5.25,7208.517771079322,1.8874297368805502,0.5947991837981396
5.5,7208.420969024529,1.94538219625612,0.6336487792155976
5.75,7208.321196057411,2.0051127131682005,0.6736912294218694
6.0,7208.218361110029,2.0666757572042975,0.7149631327679149
6.25,7208.112370329851,2.1301274613803427,0.75750220877037
6.5,7208.003126995037,2.195525672614493,0.8013473323504487
6.75,7207.890531427178,2.262930003712153,0.8465385691117637
7.0,7207.7744809014075,2.3324018869062004,0.8931172116881723
7.25,7207.65486955381,2.404004628997577,0.9411258171936582
7.5,7207.531588286051,2.477803468142655,0.9906082458071916
7.75,7207.404524667139,2.553865632335019,1.0416097005264613
8.0,7207.273562832245,2.6322603996306078,1.0941767681253571
8.25,7207.138583378483,2.713059160166451,1.1483574613510872
8.5,7206.999463257578,2.796335480024594,1.2042012623978466
8.75,7206.856075665311,2.8821651669941475,1.2617591676950195
9.0,7206.708289927666,2.9706263382858213,1.3210837340489823
9.25,7206.555971383567,3.0617994902546997,1.3822291261786988
9.5,7206.398981264126,3.155767570188488,1.4452511656864413
9.75,7206.237176568275,3.252616050219933,1.5102073815061543
10.0,7206.070409934704,3.352433003423629,1.5771570618731812
10.25,7205.898529509982,3.4553091821589654,1.6461613078603174
10.5,7205.721378812752,3.561338098722534,1.7172830885264228
10.75,7205.538796593901,3.670616108374909,1.7905872977251283
11.0,7205.35061669257,3.78324249480834,1.8661408126225119
11.25,7205.1566678879035,3.8993195581235387,1.9440125539739834
