t,S,I,R,scale_contact,scale_infection_prob,scale_gamma,beta,gamma,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
0.25,10809.600412922833,525.993337077167,16.40625,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
0.5,10765.170882759936,553.1637108672195,33.665406372844544,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
0.75,10718.638376212417,581.5455331519087,51.81609063567518,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
1.0,10669.929828496075,611.1721180617028,70.89805344222219,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
1.25,10618.972466821258,642.0753946126204,90.95213856612182,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
1.5,10565.694166720477,674.2855958276751,112.02023745184843,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
1.75,10510.023841876196,707.8309245588601,134.14523356494402,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
2.0,10451.891867750928,742.7371964720405,157.37093577703163,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
2.25,10391.230538908962,779.027461054769,181.74200003627047,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
2.5,10327.974559441336,816.7216019565356,207.30383860213007,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
2.75,10262.061565362052,855.8359184716214,234.10251616632888,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
3.0,10193.432677234574,896.3826905242487,262.184632241179,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
3.25,10122.033080616093,938.3697301099029,291.59718927400587,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
3.5,10047.812631177585,981.79992277918,322.38744604323705,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
3.75,9970.726480578089,1026.6707634124848,354.6027560094289,0.95,0.9,1.05,0.35482499999999995,0.13125,9.5,0.037349999999999994,500.0,11352.0
