t,S,I,R,scale_contact,scale_infection_prob,scale_gamma,beta,gamma,contact_rate,infection_prob,I0,N
0.0,11342.0,10.0,0.0,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
0.25,11340.916767562985,10.755107437015504,0.328125,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
0.5,11339.751850706572,11.567122330650912,0.6810269627770712,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
0.75,11338.499110855904,12.440315979845401,1.0605731642515543,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
1.0,11337.151951426922,13.37927754073829,1.4687710323402317,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
1.25,11335.70328417153,14.388937251825434,1.9077785766457067,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
1.5,11334.145493131178,15.474591288602383,2.379915580221229,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
1.75,11332.470396041854,16.641928351269517,2.887675606878495,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
2.0,11330.669203025202,17.897058093895016,3.4337388809045257,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
2.25,11328.732472392228,19.24654150816211,4.020986099610456,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
2.5,11326.65006337776,20.697423379393978,4.652513242847025,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
2.75,11324.411085615653,22.257266936864053,5.33164744748339,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
3.0,11322.003845156796,23.93419082435549,6.061964018849242,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
3.25,11319.415786824324,25.73690852040466,6.8473046552734065,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
3.5,11316.633432693401,27.67477034050092,7.691796966099185,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
3.75,11313.642316476562,29.75780815554249,8.599875367896871,0.95,1.1,1.05,0.433675,0.13125,9.5,0.045649999999999996,10.0,11352.0
