t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.94857312086,1.0297602124740712,0.021666666666666667
0.5,7209.8956161445985,1.060405717464902,0.04397813793693821
0.75,7209.841083577441,1.0919628274105346,0.06695359514867776
1.0,7209.784928574836,1.1244586354220374,0.09061278974257267
1.25,7209.727102901462,1.1579210383622665,0.11497606017671681
1.5,7209.667556890058,1.192378760601858,0.14006434934123257
1.75,7209.606239399041,1.2278613784720216,0.16589922248760616
2.0,7209.543097768879,1.2643993454342435,0.1925028856878333
2.25,7209.478077777175,1.3020240179875808,0.21989820483890857
2.5,7209.411123592437,1.340767682334794,0.2481087252286395
2.75,7209.342177726492,1.3806635818291577,0.2771586916792267
3.0,7209.271180985491,1.4217459452243975,0.3070730692855251
3.25,7209.198072419485,1.4640500157508176,0.33787756476538705
3.5,7209.122789270519,1.5076120810413214,0.36959864843998813
3.75,7209.045266919206,1.5524695039316783,0.4022635768625501
4.0,7208.965438829726,1.5986607541600586,0.4359004161144031
4.25,7208.8832364932205,1.6462254409915444,0.47053806578787105
4.5,7208.7985893695295,1.6952043467940205,0.5062062836760212
4.75,7208.711424827217,1.745639461592575,0.5429357111898916
5.0,7208.621668081845,1.7975740186302678,0.5807578995243974
5.25,7208.529242132441,1.851052530963884,0.6197053365947198
5.5,7208.43406769611,1.906120829124056,0.659811474765604
5.75,7208.336063140733,1.9628260998699303,0.7011107593966251
6.0,7208.235144415703,2.0212169260693615,0.7436386582271403
6.25,7208.131224980638,2.0813433277364415,0.7874316916253098
6.5,7208.024215732014,2.1432568042590163,0.8325274637262661
6.75,7207.914024927665,2.2070103778497128,0.8789646944852114
7.0,7207.800558109073,2.27265863825487,0.9267832526719552
7.25,7207.683718021409,2.3402577887566864,0.976024189834144
7.5,7207.563404531237,2.409865693504801,1.0267297752572055
7.75,7207.439514541835,2.481541926214486,1.0789435319498095
8.0,7207.311941906045,2.555347820269575,1.1327102736844568
8.25,7207.180577336606,2.6313465202692448,1.1880761431236309
8.5,7207.045308313877,2.709603035058762,1.2450886510627979
8.75,7206.906018990891,2.7901842922853395,1.3037967168224043
9.0,7206.762590095656,2.8731591945212758,1.3642507098219199
