I0,peak_I,peak_I_fraction,time_to_peak,total_infected,attack_rate,beta,gamma,contact_rate,infection_prob,R0_eff,S_eq,I_eq,R_eq,S_crit,S_crit_fraction,scenario_id,scale_contact,scale_infection_prob,scale_gamma,csv_path,plot_path,heatmap_path,scenario_wall_time
2.0,3264.1375674236274,0.28753854540377266,37.25,10588.211775130925,0.9327177391764381,0.39424999999999993,0.1375,10.0,0.039424999999999995,2.8672727272727268,11352.0,0.0,0.0,3959.162967660115,0.3487634749524414,185.0,1.0,0.95,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375_timeseries.png,,3.9669329999014735
2.0,4313.515023763745,0.3799784199932827,33.25,11052.459047003907,0.9736133762336071,0.4149999999999999,0.1125,10.0,0.041499999999999995,3.688888888888888,11352.0,0.0,0.0,3077.3493975903625,0.27108433734939763,186.0,1.0,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125_timeseries.png,,3.9556266001891345
2.0,4093.2503902484686,0.36057526341159873,33.5,10980.762596808048,0.9672976212833023,0.4149999999999999,0.11875,10.0,0.041499999999999995,3.4947368421052625,11352.0,0.0,0.0,3248.313253012049,0.2861445783132531,187.0,1.0,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187_timeseries.png,,3.942454200005159
2.0,3881.161543051813,0.3418923135176016,34.0,10900.326524778115,0.9602119912595238,0.4149999999999999,0.125,10.0,0.041499999999999995,3.3199999999999994,11352.0,0.0,0.0,3419.2771084337355,0.3012048192771085,188.0,1.0,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1250_timeseries.png,,3.9339440998155624
2.0,3677.657224486861,0.3239655765051851,34.25,10811.222841295172,0.9523628295714562,0.4149999999999999,0.13125,10.0,0.041499999999999995,3.1619047619047613,11352.0,0.0,0.0,3590.2409638554223,0.3162650602409639,189.0,1.0,1.0,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1313_timeseries.png,,3.9280423000454903
2.0,3482.695365647884,0.306791346515846,34.75,10713.550927103695,0.9437588906891909,0.4149999999999999,0.1375,10.0,0.041499999999999995,3.018181818181817,11352.0,0.0,0.0,3761.2048192771094,0.33132530120481934,190.0,1.0,1.0,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1375_timeseries.png,,3.918515400029719
2.0,4513.760336333304,0.3976180705015243,31.25,11108.326617821625,0.9785347619645547,0.43574999999999997,0.1125,10.0,0.043574999999999996,3.873333333333333,11352.0,0.0,0.0,2930.808950086059,0.25817555938037867,191.0,1.0,1.05,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1125_timeseries.png,,3.9162903998512775
2.0,4294.831402847369,0.37833257600840103,31.5,11047.349566825787,0.9731632810804958,0.43574999999999997,0.11875,10.0,0.043574999999999996,3.6694736842105264,11352.0,0.0,0.0,3093.631669535284,0.27251864601262193,192.0,1.0,1.05,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1187_timeseries.png,,3.9146738999988884
2.0,4085.6482818497375,0.3599055921291171,32.0,10978.457519256703,0.9670945665307172,0.43574999999999997,0.125,10.0,0.043574999999999996,3.4859999999999998,11352.0,0.0,0.0,3256.4543889845095,0.2868617326448652,193.0,1.0,1.05,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1250_timeseries.png,,3.9199448998551816
2.0,3883.5839500041493,0.3421057038410984,32.25,10901.670405417904,0.9603303739797309,0.43574999999999997,0.13125,10.0,0.043574999999999996,3.32,11352.0,0.0,0.0,3419.277108433735,0.30120481927710846,194.0,1.0,1.05,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1313_timeseries.png,,3.909553299890831
2.0,3689.97124188637,0.3250503208145146,32.75,10817.03980971551,0.9528752475084136,0.43574999999999997,0.1375,10.0,0.043574999999999996,3.1690909090909085,11352.0,0.0,0.0,3582.0998278829607,0.3155479059093517,195.0,1.0,1.05,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1375_timeseries.png,,3.897730000084266
2.0,4701.706490969909,0.4141742856738821,29.75,11153.456324047509,0.9825102470091182,0.45649999999999996,0.1125,10.0,0.045649999999999996,4.057777777777777,11352.0,0.0,0.0,2797.590361445784,0.24644030668127057,196.0,1.0,1.1,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1125_timeseries.png,,3.899730100063607
2.0,4486.327974227577,0.3952015481172989,30.0,11101.564511698807,0.9779390866542289,0.45649999999999996,0.11875,10.0,0.045649999999999996,3.8442105263157895,11352.0,0.0,0.0,2953.012048192771,0.26013143483023005,197.0,1.0,1.1,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1187_timeseries.png,,3.8883515999186784
2.0,4278.883405466723,0.37692771365985933,30.25,11042.510478665738,0.972737004815516,0.45649999999999996,0.125,10.0,0.045649999999999996,3.6519999999999997,11352.0,0.0,0.0,3108.4337349397592,0.2738225629791895,198.0,1.0,1.1,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1250_timeseries.png,,3.880894700065255
2.0,4078.761434710953,0.3592989283572016,30.5,10976.269305400694,0.9669018063249378,0.45649999999999996,0.13125,10.0,0.045649999999999996,3.4780952380952375,11352.0,0.0,0.0,3263.8554216867474,0.287513691128149,199.0,1.0,1.1,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1313_timeseries.png,,3.8732231999747455
2.0,3886.2442972557496,0.34234005437418513,31.0,10902.850739913696,0.9604343498866892,0.45649999999999996,0.1375,10.0,0.045649999999999996,3.3199999999999994,11352.0,0.0,0.0,3419.2771084337355,0.30120481927710846,200.0,1.0,1.1,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1375_timeseries.png,,3.879075499949977
2.0,4079.8602740047854,0.35939572533516434,35.5,10975.222803580868,0.9668096197657565,0.39217499999999994,0.1125,10.5,0.037349999999999994,3.4859999999999993,11352.0,0.0,0.0,3256.4543889845104,0.28686173264486525,201.0,1.05,0.9,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1125_timeseries.png,,0.4445460999850184
2.0,3856.2868326587995,0.3397010951954545,36.0,10889.454594419167,0.9592542806923157,0.39217499999999994,0.11875,10.5,0.037349999999999994,3.3025263157894735,11352.0,0.0,0.0,3437.3685217058714,0.30279849556957994,202.0,1.05,0.9,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1187_timeseries.png,,0.2700308000203222
2.0,3642.352407022168,0.3208555679195003,36.5,10793.945823385136,0.9508408935328697,0.39217499999999994,0.125,10.5,0.037349999999999994,3.1373999999999995,11352.0,0.0,0.0,3618.2826544272334,0.3187352584942947,203.0,1.05,0.9,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1250_timeseries.png,,0.6034342998173088
2.0,3437.64189377948,0.30282257697141296,37.0,10688.834883768051,0.9415816493805542,0.39217499999999994,0.13125,10.5,0.037349999999999994,2.9879999999999995,11352.0,0.0,0.0,3799.196787148595,0.3346720214190094,204.0,1.05,0.9,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1313_timeseries.png,,0.9168372000567615
2.0,3241.6565219194194,0.28555818551087203,37.5,10574.281148069313,0.9314905873915885,0.39217499999999994,0.1375,10.5,0.037349999999999994,2.8521818181818177,11352.0,0.0,0.0,3980.110919869957,0.35060878434372417,205.0,1.05,0.9,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1375_timeseries.png,,0.7538429999258369
2.0,4303.777529884774,0.37912064216743957,33.25,11049.336629206722,0.9733383218117267,0.41396249999999996,0.1125,10.5,0.039424999999999995,3.679666666666666,11352.0,0.0,0.0,3085.0620527221677,0.2717637467161881,206.0,1.05,0.95,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1125_timeseries.png,,1.227666099788621
2.0,4082.346210887456,0.3596147120232079,33.5,10977.055753404069,0.9669710846902809,0.41396249999999996,0.11875,10.5,0.039424999999999995,3.4859999999999998,11352.0,0.0,0.0,3256.45438898451,0.2868617326448652,207.0,1.05,0.95,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1187_timeseries.png,,1.0677883001044393
2.0,3870.823100816953,0.34098159802827277,34.0,10895.991986651494,0.9598301609101034,0.41396249999999996,0.125,10.5,0.039424999999999995,3.3116999999999996,11352.0,0.0,0.0,3427.8467252468527,0.3019597185735423,208.0,1.05,0.95,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1250_timeseries.png,,1.3830039999447763
2.0,3667.3664467002914,0.32305905978684735,34.5,10806.220144421324,0.9519221409814416,0.41396249999999996,0.13125,10.5,0.039424999999999995,3.1539999999999995,11352.0,0.0,0.0,3599.2390615091954,0.31705770450221943,209.0,1.05,0.95,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1313_timeseries.png,,1.533890499966219
2.0,3471.9405247712766,0.3058439503850667,35.0,10707.842162117146,0.9432560044148296,0.41396249999999996,0.1375,10.5,0.039424999999999995,3.010636363636363,11352.0,0.0,0.0,3770.631397771538,0.3321556904308966,210.0,1.05,0.95,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1375_timeseries.png,,1.6854354001116008
2.0,4513.760336333304,0.3976180705015243,31.25,11108.326617821625,0.9785347619645547,0.43574999999999997,0.1125,10.5,0.041499999999999995,3.873333333333333,11352.0,0.0,0.0,2930.808950086059,0.25817555938037867,211.0,1.05,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1125_timeseries.png,,2.040682499995455
2.0,4294.831402847369,0.37833257600840103,31.5,11047.349566825787,0.9731632810804958,0.43574999999999997,0.11875,10.5,0.041499999999999995,3.6694736842105264,11352.0,0.0,0.0,3093.631669535284,0.27251864601262193,212.0,1.05,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1187_timeseries.png,,1.852969199884683
2.0,4085.6482818497375,0.3599055921291171,32.0,10978.457519256703,0.9670945665307172,0.43574999999999997,0.125,10.5,0.041499999999999995,3.4859999999999998,11352.0,0.0,0.0,3256.4543889845095,0.2868617326448652,213.0,1.05,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1250_timeseries.png,,2.205375900026411
2.0,3883.5839500041493,0.3421057038410984,32.25,10901.670405417904,0.9603303739797309,0.43574999999999997,0.13125,10.5,0.041499999999999995,3.32,11352.0,0.0,0.0,3419.277108433735,0.30120481927710846,214.0,1.05,1.0,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1313_timeseries.png,,2.3761876998469234
2.0,3689.97124188637,0.3250503208145146,32.75,10817.03980971551,0.9528752475084136,0.43574999999999997,0.1375,10.5,0.041499999999999995,3.1690909090909085,11352.0,0.0,0.0,3582.0998278829607,0.3155479059093517,215.0,1.05,1.0,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1375_timeseries.png,,2.5396658999379724
2.0,4710.939145725292,0.4149875921181547,29.5,11155.472166096679,0.9826878229472057,0.45753749999999993,0.1125,10.5,0.043574999999999996,4.066999999999999,11352.0,0.0,0.0,2791.2466191295803,0.24588148512417018,216.0,1.05,1.05,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1125_timeseries.png,,2.701846400042996
2.0,4495.017677265988,0.3959670258338608,29.75,11103.99669631893,0.9781533382944795,0.45753749999999993,0.11875,10.5,0.043574999999999996,3.8529473684210522,11352.0,0.0,0.0,2946.31587574789,0.2595415676310685,217.0,1.05,1.05,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1187_timeseries.png,,3.032298600068316
2.0,4287.996348107543,0.3777304746394946,30.25,11045.394893339837,0.9729910934936431,0.45753749999999993,0.125,10.5,0.043574999999999996,3.6602999999999994,11352.0,0.0,0.0,3101.3851323661997,0.2732016501379669,218.0,1.05,1.05,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1250_timeseries.png,,2.869660799857229
2.0,4088.5110017726975,0.36015776971218266,30.5,10979.639773936724,0.9671987115870969,0.45753749999999993,0.13125,10.5,0.043574999999999996,3.4859999999999993,11352.0,0.0,0.0,3256.45438898451,0.28686173264486525,219.0,1.05,1.05,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1313_timeseries.png,,3.1967543999198824
2.0,3895.827909699261,0.34318427675292995,30.75,10906.739142394481,0.9607768800558916,0.45753749999999993,0.1375,10.5,0.043574999999999996,3.327545454545454,11352.0,0.0,0.0,3411.52364560282,0.30052181515176357,220.0,1.05,1.05,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1375_timeseries.png,,3.353427999885753
2.0,4897.0065706612,0.43137830960722345,28.0,11193.275338778372,0.986017912154543,0.47932499999999995,0.1125,10.5,0.045649999999999996,4.260666666666666,11352.0,0.0,0.0,2664.3717728055085,0.23470505398216246,221.0,1.05,1.1,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1125_timeseries.png,,3.5085368999280035
2.0,4684.348352461469,0.4126452037052034,28.25,11149.80454988035,0.9821885614764226,0.47932499999999995,0.11875,10.5,0.045649999999999996,4.036421052631579,11352.0,0.0,0.0,2812.3924268502583,0.24774422364783813,222.0,1.05,1.1,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1187_timeseries.png,,3.6802803000900894
2.0,4479.28928221219,0.3945815082991711,28.5,11099.925127720757,0.9777946729845628,0.47932499999999995,0.125,10.5,0.045649999999999996,3.8345999999999996,11352.0,0.0,0.0,2960.413080895009,0.2607833933135138,223.0,1.05,1.1,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1250_timeseries.png,,3.8514664000831544
2.0,4281.410736172309,0.3771503467382231,28.75,11043.570453476446,0.9728303782132176,0.47932499999999995,0.13125,10.5,0.045649999999999996,3.6519999999999992,11352.0,0.0,0.0,3108.4337349397597,0.27382256297918955,224.0,1.05,1.1,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1313_timeseries.png,,4.017352700000629
2.0,4090.83030940262,0.36036207799529774,29.25,10980.71059291145,0.967293040249423,0.47932499999999995,0.1375,10.5,0.045649999999999996,3.4859999999999993,11352.0,0.0,0.0,3256.45438898451,0.28686173264486525,225.0,1.05,1.1,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1375_timeseries.png,,4.037971300072968
2.0,4272.685137338009,0.3763817069536653,33.5,11039.763185959497,0.9724949952395611,0.41084999999999994,0.1125,11.0,0.037349999999999994,3.6519999999999992,11352.0,0.0,0.0,3108.4337349397597,0.27382256297918955,226.0,1.1,0.9,0.9,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1125_timeseries.png,,4.032738800160587
2.0,4051.153337777498,0.3568669254560869,34.0,10965.699254773575,0.9659706884050013,0.41084999999999994,0.11875,11.0,0.037349999999999994,3.4597894736842103,11352.0,0.0,0.0,3281.1244979919684,0.2890349275891445,227.0,1.1,0.9,0.95,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1187_timeseries.png,,4.025472099892795
2.0,3838.8073252442414,0.33816132181503183,34.25,10882.721402738132,0.9586611524610757,0.41084999999999994,0.125,11.0,0.037349999999999994,3.2867999999999995,11352.0,0.0,0.0,3453.815261044177,0.30424729219909946,228.0,1.1,0.9,1.0,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1250_timeseries.png,,4.007549399975687
2.0,3635.4046966925275,0.32024354269666383,34.75,10790.912979298175,0.950573729677429,0.41084999999999994,0.13125,11.0,0.037349999999999994,3.130285714285714,11352.0,0.0,0.0,3626.506024096386,0.31945965680905447,229.0,1.1,0.9,1.05,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1313_timeseries.png,,4.012722699902952
2.0,3440.0221115136487,0.30303225083805924,35.25,10690.383680697381,0.9417180832185854,0.41084999999999994,0.1375,11.0,0.037349999999999994,2.987999999999999,11352.0,0.0,0.0,3799.1967871485954,0.3346720214190094,230.0,1.1,0.9,1.1,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1375_timeseries.png,,4.019068100024015
2.0,4494.3276823533315,0.3959062440409912,31.5,11103.263808142432,0.9780887780252319,0.4336749999999999,0.1125,11.0,0.039424999999999995,3.854888888888888,11352.0,0.0,0.0,2944.8319594166146,0.2594108491381796,231.0,1.1,0.95,0.9,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1125_timeseries.png,,4.030439499998465
2.0,4275.675127325136,0.3766450957826934,31.75,11041.29321096742,0.9726297754551991,0.4336749999999999,0.11875,11.0,0.039424999999999995,3.6519999999999997,11352.0,0.0,0.0,3108.4337349397597,0.2738225629791895,232.0,1.1,0.95,0.95,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1187_timeseries.png,,4.025820199865848
2.0,4065.431583772978,0.35812469906386346,32.25,10971.328519759063,0.9664665715080217,0.4336749999999999,0.125,11.0,0.039424999999999995,3.4693999999999994,11352.0,0.0,0.0,3272.0355104629048,0.28823427682019953,233.0,1.1,0.95,1.0,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1250_timeseries.png,,4.044165099970996
2.0,3863.8111619937713,0.3403639149043139,32.5,10893.394537171765,0.9596013510545953,0.4336749999999999,0.13125,11.0,0.039424999999999995,3.3041904761904752,11352.0,0.0,0.0,3435.6372859860503,0.3026459906612095,234.0,1.1,0.95,1.05,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1313_timeseries.png,,4.064529000082985
2.0,3669.5871082945887,0.323254678320524,33.0,10807.547351276027,0.9520390549045126,0.4336749999999999,0.1375,11.0,0.039424999999999995,3.153999999999999,11352.0,0.0,0.0,3599.2390615091954,0.3170577045022195,235.0,1.1,0.95,1.1,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1375_timeseries.png,,4.05765419988893
2.0,4701.706490969909,0.4141742856738821,29.75,11153.456324047509,0.9825102470091182,0.45649999999999996,0.1125,11.0,0.041499999999999995,4.057777777777777,11352.0,0.0,0.0,2797.590361445784,0.24644030668127057,236.0,1.1,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1125_timeseries.png,,4.052669900003821
2.0,4486.327974227577,0.3952015481172989,30.0,11101.564511698807,0.9779390866542289,0.45649999999999996,0.11875,11.0,0.041499999999999995,3.8442105263157895,11352.0,0.0,0.0,2953.012048192771,0.26013143483023005,237.0,1.1,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1187_timeseries.png,,4.049926399951801
2.0,4278.883405466723,0.37692771365985933,30.25,11042.510478665738,0.972737004815516,0.45649999999999996,0.125,11.0,0.041499999999999995,3.6519999999999997,11352.0,0.0,0.0,3108.4337349397592,0.2738225629791895,238.0,1.1,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0415_beta_0.4565_gamma_0.1250_timeseries.png,,4.03461019997485
