t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
0.25,10797.45082364341,540.4866763565891,14.0625,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
0.5,10738.78101990916,583.9552923183095,29.263687772529067,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
0.75,10675.737131246522,630.5754383844951,45.68743036898152,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
1.0,10608.059783548615,680.5178518778373,63.42236457354545,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
1.25,10535.485310839209,733.9527600031785,82.56192915760963,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
1.5,10457.747722743925,791.0479267233726,103.20435053269902,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
1.75,10374.581042595593,851.9663839326099,125.45257347179388,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
2.0,10285.722039865324,916.8638321147748,149.41412801989853,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
2.25,10190.913374455964,985.8857022459073,175.20092329812655,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
2.5,10089.907161948415,1059.1638793777904,202.9289586737927,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
2.75,9982.468957901236,1136.8130993174698,232.71794278129306,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
3.0,9868.382145593292,1218.9270432071103,264.6908111995969,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
3.25,9747.452695107928,1305.5741706022745,298.9731342897969,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
3.5,9619.514242487321,1396.7933496746932,335.6924078379859,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
3.75,9484.433416149675,1492.5893630527385,374.97722079758665,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
4.0,9342.115314427687,1592.9283889388687,416.95629663344494,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
4.25,9192.50901381496,1697.7335786126896,461.75740757235064,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
4.5,9035.612963472224,1806.880872056945,509.5061644708325,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
4.75,8871.48009923123,1920.1952117713367,560.3246889974341,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
5.0,8700.222491497087,2037.4473291744112,614.3301793285029,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
5.25,8522.01532803809,2158.351286500378,671.6333854615333,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
5.5,8337.100026682918,2282.5629579227266,732.3370153943564,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
5.75,8145.7862763335415,2409.679625080526,796.5340985859331,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
6.0,7948.452819055399,2539.2408429032785,864.3063380413229,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
6.25,7745.5468123946775,2670.7307008573457,935.7224867479775,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
6.5,7537.5816498046115,2803.581562485799,1010.8367877095905,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
6.75,7325.133167495109,2937.1793133503884,1089.6875191545037,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
7.0,7108.834226435324,3070.870086222194,1172.2956873424832,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
7.25,6889.367725825897,3203.9683656566226,1258.6639085174825,1.1,1.0,0.9,0.45649999999999996,0.1125,11.0,0.041499999999999995,500.0,11352.0
