t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
0.25,10802.409839675827,534.746410324172,14.84375,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
0.5,10749.615878212735,571.665087730766,30.719034056498856,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
0.75,10693.452872944994,610.8567857064995,47.69034134850597,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
1.0,10633.753044197207,652.4218036286248,65.82515217416767,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
1.25,10570.346985324735,696.4590902058709,85.19392446939247,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
1.5,10503.064724236552,743.0652220535678,105.87005370987926,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
1.75,10431.736945421222,792.3332520891825,127.92980248959455,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
2.0,10356.196379784213,844.3514243047949,151.45219591099215,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
2.25,10276.279367299296,899.2017538806641,176.51887882004075,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
2.5,10191.827594514018,956.9584745976105,203.21393088837297,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
2.75,10102.6900052763,1017.686359120712,231.62363560298954,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
3.0,10008.72487863232,1081.4389219782963,261.8361993893857,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
3.25,9909.802062677047,1148.2565199373396,293.9414173856164,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
3.5,9805.80534724476,1218.1643699339877,328.03028282125615,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
3.75,9696.634951777076,1291.1705106692548,364.1945375536714,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
4.0,9582.210097620966,1367.263740289871,402.5261620891649,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
4.25,9462.471626567376,1446.411569053605,443.1168043790205,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
4.5,9337.38461988373,1528.5582322809732,486.05714783529936,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
4.75,9206.940964725844,1613.6228149180174,531.4362203561408,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
5.0,9071.161808003279,1701.497544322704,579.3406476740195,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
5.25,8930.09983193528,1792.046312043622,629.8538560210998,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
5.5,8783.841281128145,1885.1034879619626,683.0552309098948,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
5.75,8632.507668499204,1980.473090792033,739.0192407087656,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
6.0,8476.257087223654,2077.928377184695,797.814535591654,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
6.25,8315.285058494139,2177.2119072165387,859.5030342893247,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
6.5,8149.82485057659,2278.0361366385973,924.1390127848157,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
6.75,7980.147213607139,2380.08457580159,991.768210591274,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
7.0,7806.559486824877,2483.013541739742,1062.4269714353838,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
7.25,7629.404050296602,2586.4545137476193,1136.1414359557825,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
7.5,7449.056111268589,2690.01708439875,1212.926804332665,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
7.75,7265.920835462292,2793.292478011959,1292.7866865257529,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
8.0,7080.429855096635,2895.8575879366363,1375.7125569667328,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
8.25,6893.037207181733,2997.27946370967,1461.6833291086016,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
8.5,6704.214776587474,3097.120160225047,1550.6650631874825,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
8.75,6514.447337405726,3194.941844650114,1642.6108179441635,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
9.0,6324.227302101054,3290.3120439417357,1737.4606539572137,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
9.25,6134.049299916368,3382.8089073219016,1835.141792761734,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
9.5,5944.404713212943,3472.026354589208,1935.568932197853,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
9.75,5755.7763024032365,3557.578982997047,2038.6447145997201,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
10.0,5568.63304672651,3639.1066126160495,2144.260340657445,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
10.25,5383.425319507,3716.27836227352,2252.296318219484,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
10.5,5200.580503233068,3788.7961646674567,2362.6233320994793,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
10.75,5020.499132596882,3856.3976491650774,2475.1032182380445,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
11.0,4843.551633547783,3918.8583430045883,2589.5900234476326,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
11.25,4670.0757045816445,3975.9931649127784,2705.931130505581,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
11.5,4500.374364099078,4027.6572083119963,2823.9684275889294,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
11.75,4334.714665856885,4073.745833182426,2943.539500960692,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
12.0,4173.3270643252445,4114.1941052914635,3064.478830383295,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
12.25,4016.405393978332,4148.9756381375355,3186.6189678841356,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
12.5,3864.1074117948488,4178.100906063811,3309.7916821413437,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
12.75,3716.5558408929287,4201.615106316962,3433.829052790113,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
13.0,3573.839845401055,4219.59565334005,3558.564501258898,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
13.25,3436.0168622897986,4232.149390492774,3683.8337472174308,1.0,1.0,0.95,0.4149999999999999,0.11875,10.0,0.041499999999999995,500.0,11352.0
