t,S,I,R,scale_contact,scale_infection_prob,scale_gamma,beta,gamma,contact_rate,infection_prob,I0,N
0.0,11252.0,100.0,0.0,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
0.25,11243.670278805497,105.04847119450316,3.28125,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
0.5,11234.926511737589,110.34533530134264,6.728152961069635,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
0.75,11225.74899983317,115.9021408911871,10.34885927564494,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
1.0,11216.117198251368,121.73090347499598,14.151898273637018,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
1.25,11206.009689506207,127.8441169498835,18.146193543910325,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
1.5,11195.404156907847,134.25476446082573,22.34107863132838,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
1.75,11184.277358360814,140.97632854898848,26.746313090199223,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
2.0,11172.605100685274,148.02280044401422,31.372098870712907,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
2.25,11160.362214646446,155.40868834327404,36.229097010282125,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
2.5,11147.522530897593,163.14902450586297,41.32844459654581,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
2.75,11134.058857063852,171.25937097300593,46.681771963144435,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
3.0,11119.942956217235,179.75582370956994,52.30122007319619,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
3.25,11105.145527017745,188.6550149435903,58.19945803866646,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
3.5,11089.636185821326,197.97411346217277,64.38970071650301,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
3.75,11073.383451082604,207.73082260291736,70.88572631448056,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
4.0,11056.354730408631,217.94337566023162,77.70189393113878,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
4.25,11038.516310649306,228.63052840570583,84.85316094499014,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
4.5,11019.833351440417,239.81154840128278,92.35510015830236,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
4.75,11000.269882646293,251.50620076348932,100.22391659021946,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
5.0,10979.78880618047,263.734730016761,108.47646380277145,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
5.25,10958.351902714363,276.5178376541931,117.13025963144642,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
5.5,10935.919843815278,289.87665500525026,126.20350117947463,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
5.75,10912.452210085692,303.8327109924773,135.7150789218344,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
6.0,10887.907515905174,318.407894343556,145.68458975127504,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
6.25,10862.243241403896,333.6244098116853,156.13234878442296,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
6.5,10835.415872321793,349.50472794684157,167.07939973136888,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
6.75,10807.380948429201,366.07152795367733,178.54752361712463,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
7.0,10778.093121202499,383.34763316939984,190.55924562810466,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
7.25,10747.506221460773,401.3559386977539,203.1378398414756,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
7.5,10715.573337675894,420.11933074411326,216.30733157999566,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
7.75,10682.24690566735,439.6605972126153,230.09249712003688,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
8.0,10647.47881038366,460.00232915026805,244.5188604660758,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
8.25,10611.220500452613,481.1668126560723,259.61268689131896,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
8.5,10573.423116151886,503.1759109165222,275.40097293159636,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
8.75,10534.037631407986,526.0509360834731,291.91143250854475,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
9.0,10493.015010373842,549.8125107773776,309.1724788487837,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
9.25,10450.306379062002,574.4804190793342,327.2132018586664,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
9.5,10405.863212420067,600.0734469702278,346.0633406097071,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
9.75,10359.637537126262,626.6092122853213,365.7532505884177,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
10.0,10311.582150254813,654.1039843786581,386.3138653665298,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
10.25,10261.650853812014,682.5724938340315,407.77665235395455,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
10.5,10209.79870497385,712.0277327182665,430.1735623078837,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
10.75,10155.982281664299,742.4807460479992,453.5369722877018,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
11.0,10100.159962900083,773.9404153325163,477.8996217674018,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
11.25,10042.292223092978,806.4132352615234,503.2945416455,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
11.5,9982.341939246027,839.9030848264556,529.7549759275187,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
11.75,9920.274709706602,874.4109943950124,557.3142958983867,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
12.0,9856.059182849749,909.9349104982798,586.0059066519731,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
12.25,9789.667393762627,946.469460334677,615.8631459026979,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
12.5,9721.07510668915,984.0057182409237,646.9191750699295,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
12.75,9650.262160677854,1022.5309766224385,679.2068626997097,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
13.0,9577.212815561345,1062.0285240685241,712.7586603701335,0.9,0.9,1.05,0.33614999999999995,0.13125,9.0,0.037349999999999994,100.0,11352.0
