t,S,I,R,scale_contact,scale_infection_prob,scale_delta,beta,delta,contact_rate,infection_prob,I0,N
0.0,10852.0,500.0,0.0,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
0.25,10800.17828246124,536.9779675387597,14.84375,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
0.5,10744.789807872681,576.4249087160108,30.785283411306928,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
0.75,10685.63736606342,618.464736047765,47.897897888813496,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
1.0,10622.520215134242,663.221215125525,66.25856974023152,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
1.25,10555.235256522003,710.8167939137254,85.94794956427054,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
1.5,10483.578423374349,761.371253492066,107.05032313358427,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
1.75,10407.346296425358,815.0001713530116,129.65353222162997,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
2.0,10326.33795899486,871.8131911964668,153.8488498086725,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
2.25,10240.357099177085,931.9120969005962,179.7308039223176,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
2.5,10149.2143626184,995.3886930825445,207.39694429905404,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
2.75,10052.729953411224,1062.3225004638332,236.94754612494208,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
3.0,9950.736473488265,1132.7782811542727,268.48524535746213,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
3.25,9843.081982474443,1206.8034169463276,302.1146005792296,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
3.5,9729.633250296216,1284.425172683961,337.9415770198237,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
3.75,9610.279164096451,1365.64788656967,376.0729493338788,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
4.0,9484.934239394517,1450.4501396390667,416.61562096641586,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
4.25,9353.542173316637,1538.7819671964116,459.6758594869506,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
4.5,9216.079365573505,1630.5621852883996,505.3584491380941,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
4.75,9072.558321275657,1725.6759147104979,553.7657640138434,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
5.0,8923.030839359508,1823.9723929086795,604.9967677318114,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
5.25,8767.5908821446,1925.2631697091117,659.1459481462878,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
5.5,8606.377016203067,2029.3207852999049,716.302198497027,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
5.75,8439.574313141198,2135.878027548182,776.547659310618,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
6.0,8267.41560184687,2244.6278598996737,839.9565382534546,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
6.25,8090.181971875417,2355.2241002803544,906.5939278442262,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
6.5,7908.202441330845,2467.282915347853,976.5146433212992,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
6.75,7721.852721941575,2580.385173187735,1049.7621048706885,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
7.0,7531.553038748168,2694.079671552131,1126.3672896996993,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
7.25,7337.764991216045,2807.88722883505,1206.3477799489033,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
7.5,7140.98747553482,2921.3055924102346,1289.7069320549438,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
7.75,6941.751722850208,3033.8150853201673,1376.4331918296225,1.1,0.95,0.95,0.4336749999999999,0.11875,11.0,0.039424999999999995,500.0,11352.0
