I0,peak_I,peak_I_fraction,time_to_peak,total_infected,attack_rate,beta,gamma,contact_rate,infection_prob,R0_eff,scenario_id,scale_contact,scale_infection_prob,scale_gamma,csv_path,plot_path,heatmap_path,scenario_wall_time
2.0,4275.675127325137,0.3766450957826935,31.75,11041.865784665068,0.9726802135892413,0.433675,0.11875,9.5,0.045649999999999996,3.652,172.0,0.95,1.1,0.95,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1187_timeseries.png,,4.868103599874303
2.0,3664.7410647357783,0.322827789353046,36.25,10805.577002865522,0.9518654865103525,0.39424999999999993,0.125,9.5,0.041499999999999995,3.1539999999999995,163.0,0.95,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1250_timeseries.png,,5.090485099935904
2.0,3650.670615994039,0.3215883206478188,38.25,10798.787135462006,0.9512673657031365,0.37349999999999994,0.11875,10.0,0.037349999999999994,3.1452631578947363,177.0,1.0,0.9,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1187_timeseries.png,,5.25156749994494
2.0,3878.5524264553173,0.341662475903393,35.75,10899.839477985997,0.9601690872080688,0.39424999999999993,0.11875,9.5,0.041499999999999995,3.3199999999999994,162.0,0.95,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1187_timeseries.png,,5.476241600001231
2.0,4101.891254073784,0.3613364388718978,35.25,10984.565952385432,0.9676326596534031,0.39424999999999993,0.1125,9.5,0.041499999999999995,3.504444444444444,161.0,0.95,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1125_timeseries.png,,5.671910099918023
2.0,3435.802778715152,0.3026605689495377,38.75,10688.401089451829,0.9415434363505839,0.37349999999999994,0.125,10.0,0.037349999999999994,2.9879999999999995,178.0,1.0,0.9,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1250_timeseries.png,,5.906679499894381
2.0,3669.5871082945887,0.323254678320524,33.0,10807.801909278382,0.9520614789709638,0.433675,0.1375,9.5,0.045649999999999996,3.1539999999999995,175.0,0.95,1.1,1.1,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1375_timeseries.png,,6.0928300998639315
2.0,4494.327682353336,0.39590624404099156,31.5,11104.059941262147,0.9781589095544527,0.433675,0.1125,9.5,0.045649999999999996,3.8548888888888886,171.0,0.95,1.1,0.9,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1125_timeseries.png,,6.2960764998570085
2.0,3264.1375674236274,0.28753854540377266,37.25,10588.861091092756,0.9327749375522161,0.39424999999999993,0.1375,9.5,0.041499999999999995,2.8672727272727268,165.0,0.95,1.0,1.1,sir_data\sir_2_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1375_timeseries.png,,6.463361699832603
2.0,3875.9377473131667,0.34143214828340085,37.5,10898.666546097802,0.9600657633983265,0.37349999999999994,0.1125,10.0,0.037349999999999994,3.3199999999999994,176.0,1.0,0.9,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1125_timeseries.png,,6.621947300154716
2.0,3664.7410647357783,0.322827789353046,36.25,10805.577002865522,0.9518654865103525,0.39424999999999993,0.125,10.0,0.039424999999999995,3.1539999999999995,183.0,1.0,0.95,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1250_timeseries.png,,6.586877700174227
2.0,3460.08877549061,0.3047999273687993,36.75,10701.87401945918,0.9427302695083843,0.39424999999999993,0.13125,10.0,0.039424999999999995,3.0038095238095233,184.0,1.0,0.95,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1313_timeseries.png,,6.582374900113791
2.0,3264.1375674236274,0.28753854540377266,37.25,10588.861091092756,0.9327749375522161,0.39424999999999993,0.1375,10.0,0.039424999999999995,2.8672727272727268,185.0,1.0,0.95,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375_timeseries.png,,6.564526499947533
2.0,4313.515023763745,0.3799784199932827,33.25,11053.523150440446,0.9737071133228018,0.4149999999999999,0.1125,10.0,0.041499999999999995,3.688888888888888,186.0,1.0,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125_timeseries.png,,6.540746700018644
2.0,4093.2503902484686,0.36057526341159873,33.5,10981.552466205863,0.9673672010399809,0.4149999999999999,0.11875,10.0,0.041499999999999995,3.4947368421052625,187.0,1.0,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187_timeseries.png,,6.542837599990889
2.0,3881.161543051813,0.3418923135176016,34.0,10900.93112051073,0.9602652502211707,0.4149999999999999,0.125,10.0,0.041499999999999995,3.3199999999999994,188.0,1.0,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1250_timeseries.png,,6.539247600128874
2.0,3677.657224486861,0.3239655765051851,34.25,10811.699965775648,0.952404859564451,0.4149999999999999,0.13125,10.0,0.041499999999999995,3.1619047619047613,189.0,1.0,1.0,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1313_timeseries.png,,6.5285257999785244
2.0,3482.695365647884,0.306791346515846,34.75,10713.939000004248,0.9437930761103107,0.4149999999999999,0.1375,10.0,0.041499999999999995,3.018181818181817,190.0,1.0,1.0,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1375_timeseries.png,,6.5181213999167085
2.0,4513.760336333304,0.3976180705015243,31.25,11109.098863358067,0.9786027892316832,0.43574999999999997,0.1125,10.0,0.043574999999999996,3.873333333333333,191.0,1.0,1.05,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1125_timeseries.png,,6.5194871998392045
2.0,4294.831402847369,0.37833257600840103,31.5,11047.903087687724,0.9732120408463464,0.43574999999999997,0.11875,10.0,0.043574999999999996,3.6694736842105264,192.0,1.0,1.05,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1187_timeseries.png,,6.524005400016904
2.0,4085.6482818497375,0.3599055921291171,32.0,10978.866201655303,0.9671305674467321,0.43574999999999997,0.125,10.0,0.043574999999999996,3.4859999999999998,193.0,1.0,1.05,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1250_timeseries.png,,6.51191859995015
2.0,3883.5839500041493,0.3421057038410984,32.25,10901.98122380584,0.9603577540350459,0.43574999999999997,0.13125,10.0,0.043574999999999996,3.32,194.0,1.0,1.05,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1313_timeseries.png,,6.5083311998751014
2.0,3689.97124188637,0.3250503208145146,32.75,10817.283268529407,0.9528966938450851,0.43574999999999997,0.1375,10.0,0.043574999999999996,3.1690909090909085,195.0,1.0,1.05,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0436_beta_0.4357_gamma_0.1375_timeseries.png,,6.493084799963981
2.0,4701.706490969909,0.4141742856738821,29.75,11154.036090602829,0.9825613187634628,0.45649999999999996,0.1125,10.0,0.045649999999999996,4.057777777777777,196.0,1.0,1.1,0.9,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1125_timeseries.png,,6.491945100016892
2.0,4486.327974227577,0.3952015481172989,30.0,11101.966837553113,0.9779745276209578,0.45649999999999996,0.11875,10.0,0.045649999999999996,3.8442105263157895,197.0,1.0,1.1,0.95,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1187_timeseries.png,,6.491046200040728
2.0,4278.883405466723,0.37692771365985933,30.25,11042.797733481057,0.9727623091509036,0.45649999999999996,0.125,10.0,0.045649999999999996,3.6519999999999997,198.0,1.0,1.1,1.0,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1250_timeseries.png,,6.4961967000272125
2.0,4078.761434710953,0.3592989283572016,30.5,10976.480357388997,0.9669203979377199,0.45649999999999996,0.13125,10.0,0.045649999999999996,3.4780952380952375,199.0,1.0,1.1,1.05,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1313_timeseries.png,,6.496258500032127
2.0,3886.2442972557496,0.34234005437418513,31.0,10903.010306214917,0.9604484061147742,0.45649999999999996,0.1375,10.0,0.045649999999999996,3.3199999999999994,200.0,1.0,1.1,1.1,sir_data\sir_2_initial_infection_contact_rate_10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.0000_infection_prob_0.0456_beta_0.4565_gamma_0.1375_timeseries.png,,6.48156929994002
2.0,3883.5839500041493,0.3421057038410984,32.25,10901.98122380584,0.9603577540350459,0.43574999999999997,0.13125,10.5,0.041499999999999995,3.32,214.0,1.05,1.0,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1313_timeseries.png,,0.3045898999553174
2.0,4287.996348107543,0.3777304746394946,30.25,11045.677396563866,0.9730159792603829,0.45753749999999993,0.125,10.5,0.043574999999999996,3.6602999999999994,218.0,1.05,1.05,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1250_timeseries.png,,0.5402077999897301
2.0,4090.83030940262,0.36036207799529774,29.25,10980.815507663809,0.9673022822113996,0.47932499999999995,0.1375,10.5,0.045649999999999996,3.4859999999999993,225.0,1.05,1.1,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1375_timeseries.png,,0.7622872001957148
2.0,3667.3664467002914,0.32305905978684735,34.5,10806.708174220363,0.9519651316261771,0.41396249999999996,0.13125,10.5,0.039424999999999995,3.1539999999999995,209.0,1.05,0.95,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1313_timeseries.png,,0.9491262999363244
2.0,4710.939145725292,0.4149875921181547,29.5,11156.044149266814,0.9827382090615587,0.45753749999999993,0.1125,10.5,0.043574999999999996,4.066999999999999,216.0,1.05,1.05,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1125_timeseries.png,,1.1674643999431282
2.0,4079.8602740047854,0.35939572533516434,35.5,10976.80567207268,0.96694905497469,0.39217499999999994,0.1125,10.5,0.037349999999999994,3.4859999999999993,201.0,1.05,0.9,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1125_timeseries.png,,1.3701881000306457
2.0,3635.4046966925275,0.32024354269666383,34.75,10791.435608152125,0.9506197681599828,0.41084999999999994,0.13125,11.0,0.037349999999999994,3.130285714285714,229.0,1.1,0.9,1.05,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1313_timeseries.png,,1.5594941000454128
2.0,4082.346210887456,0.3596147120232079,33.5,10977.860626179656,0.9670419860975736,0.41396249999999996,0.11875,10.5,0.039424999999999995,3.4859999999999998,207.0,1.05,0.95,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1187_timeseries.png,,1.781264000106603
2.0,4272.685137338009,0.3763817069536653,33.5,11040.902809977137,0.972595384952179,0.41084999999999994,0.1125,11.0,0.037349999999999994,3.6519999999999992,226.0,1.1,0.9,0.9,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1125_timeseries.png,,1.9924282999709249
2.0,3856.2868326587995,0.3397010951954545,36.0,10890.679508177574,0.9593621835956285,0.39217499999999994,0.11875,10.5,0.037349999999999994,3.3025263157894735,202.0,1.05,0.9,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1187_timeseries.png,,2.168262100080028
2.0,3437.64189377948,0.30282257697141296,37.0,10689.641388632754,0.9416526945589107,0.39217499999999994,0.13125,10.5,0.037349999999999994,2.9879999999999995,204.0,1.05,0.9,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1313_timeseries.png,,2.390570899937302
2.0,3895.827909699261,0.34318427675292995,30.75,10906.895540529384,0.9607906571995581,0.45753749999999993,0.1375,10.5,0.043574999999999996,3.327545454545454,220.0,1.05,1.05,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1375_timeseries.png,,2.5577593999914825
2.0,4897.0065706612,0.43137830960722345,28.0,11193.713151082726,0.9860564791299089,0.47932499999999995,0.1125,10.5,0.045649999999999996,4.260666666666666,221.0,1.05,1.1,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1125_timeseries.png,,2.819178899982944
2.0,3440.0221115136487,0.30303225083805924,35.25,10690.812099486719,0.9417558227172937,0.41084999999999994,0.1375,11.0,0.037349999999999994,2.987999999999999,230.0,1.1,0.9,1.1,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1375_timeseries.png,,2.9747790000401437
2.0,4495.017677265988,0.3959670258338608,29.75,11104.393005583735,0.9781882492586096,0.45753749999999993,0.11875,10.5,0.043574999999999996,3.8529473684210522,217.0,1.05,1.05,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1187_timeseries.png,,3.2203031999524683
2.0,3471.9405247712766,0.3058439503850667,35.0,10708.239877641847,0.9432910392566813,0.41396249999999996,0.1375,10.5,0.039424999999999995,3.010636363636363,210.0,1.05,0.95,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1375_timeseries.png,,3.328227699967101
2.0,4275.675127325136,0.3766450957826934,31.75,11041.865784665068,0.9726802135892413,0.4336749999999999,0.11875,11.0,0.039424999999999995,3.6519999999999997,232.0,1.1,0.95,0.95,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1187_timeseries.png,,3.6163943000137806
2.0,3689.97124188637,0.3250503208145146,32.75,10817.283268529407,0.9528966938450851,0.43574999999999997,0.1375,10.5,0.041499999999999995,3.1690909090909085,215.0,1.05,1.0,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1375_timeseries.png,,3.8072508999612182
2.0,4513.760336333304,0.3976180705015243,31.25,11109.098863358067,0.9786027892316832,0.43574999999999997,0.1125,10.5,0.041499999999999995,3.873333333333333,211.0,1.05,1.0,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1125_timeseries.png,,4.01296680001542
2.0,4684.348352461469,0.4126452037052034,28.25,11150.098585681651,0.9822144631502512,0.47932499999999995,0.11875,10.5,0.045649999999999996,4.036421052631579,222.0,1.05,1.1,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1187_timeseries.png,,4.158946700161323
2.0,4088.5110017726975,0.36015776971218266,30.5,10979.846989551243,0.9672169652529283,0.45753749999999993,0.13125,10.5,0.043574999999999996,3.4859999999999993,219.0,1.05,1.05,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0436_beta_0.4575_gamma_0.1313_timeseries.png,,4.389390300028026
2.0,4303.777529884774,0.37912064216743957,33.25,11050.418973143453,0.9734336657103112,0.41396249999999996,0.1125,10.5,0.039424999999999995,3.679666666666666,206.0,1.05,0.95,0.9,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1125_timeseries.png,,4.558966499986127
2.0,3241.6565219194194,0.28555818551087203,37.5,10574.966719884376,0.9315509795528872,0.39217499999999994,0.1375,10.5,0.037349999999999994,2.8521818181818177,205.0,1.05,0.9,1.1,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1375.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1375_timeseries.png,,4.836486000102013
2.0,3838.8073252442414,0.33816132181503183,34.25,10883.37859039254,0.9587190442558615,0.41084999999999994,0.125,11.0,0.037349999999999994,3.2867999999999995,228.0,1.1,0.9,1.0,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1250_timeseries.png,,5.015266299946234
2.0,3870.823100816953,0.34098159802827277,34.0,10896.609220042603,0.9598845331256697,0.41396249999999996,0.125,10.5,0.039424999999999995,3.3116999999999996,208.0,1.05,0.95,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0394_beta_0.4140_gamma_0.1250_timeseries.png,,5.207742200000212
2.0,4281.410736172309,0.3771503467382231,28.75,11043.714356391032,0.9728430546503728,0.47932499999999995,0.13125,10.5,0.045649999999999996,3.6519999999999992,224.0,1.05,1.1,1.05,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1313_timeseries.png,,5.382571200141683
2.0,4479.28928221219,0.3945815082991711,28.5,11100.12802669099,0.977812546396317,0.47932499999999995,0.125,10.5,0.045649999999999996,3.8345999999999996,223.0,1.05,1.1,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0456_beta_0.4793_gamma_0.1250_timeseries.png,,5.6196997000370175
2.0,4085.6482818497375,0.3599055921291171,32.0,10978.866201655303,0.9671305674467321,0.43574999999999997,0.125,10.5,0.041499999999999995,3.4859999999999998,213.0,1.05,1.0,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1250_timeseries.png,,5.850866900058463
2.0,4294.831402847369,0.37833257600840103,31.5,11047.903087687724,0.9732120408463464,0.43574999999999997,0.11875,10.5,0.041499999999999995,3.6694736842105264,212.0,1.05,1.0,0.95,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0415_beta_0.4357_gamma_0.1187_timeseries.png,,5.930111300200224
2.0,4494.3276823533315,0.3959062440409912,31.5,11104.059941262147,0.9781589095544527,0.4336749999999999,0.1125,11.0,0.039424999999999995,3.854888888888888,231.0,1.1,0.95,0.9,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1125.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1125_timeseries.png,,6.236900700023398
2.0,4051.153337777498,0.3568669254560869,34.0,10966.551398787733,0.9660457539453605,0.41084999999999994,0.11875,11.0,0.037349999999999994,3.4597894736842103,227.0,1.1,0.9,0.95,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1187.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0373_beta_0.4108_gamma_0.1187_timeseries.png,,6.455390100134537
2.0,3642.352407022168,0.3208555679195003,36.5,10794.92429870567,0.9509270876238257,0.39217499999999994,0.125,10.5,0.037349999999999994,3.1373999999999995,203.0,1.05,0.9,1.0,sir_data\sir_2_initial_infection_contact_rate_10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate10.5000_infection_prob_0.0373_beta_0.3922_gamma_0.1250_timeseries.png,,6.665763899916783
2.0,4065.431583772978,0.35812469906386346,32.25,10971.75274754867,0.9665039418207073,0.4336749999999999,0.125,11.0,0.039424999999999995,3.4693999999999994,233.0,1.1,0.95,1.0,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1250.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1250_timeseries.png,,6.522603399818763
2.0,3863.8111619937713,0.3403639149043139,32.5,10893.718337152999,0.9596298746611169,0.4336749999999999,0.13125,11.0,0.039424999999999995,3.3041904761904752,234.0,1.1,0.95,1.05,sir_data\sir_2_initial_infection_contact_rate_11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1313.csv,sir_plots\sir_2_initial_infection_contact_rate11.0000_infection_prob_0.0394_beta_0.4337_gamma_0.1313_timeseries.png,,6.519312399905175
