t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,11252.0,100.0,0.0,0.08,0.0857142857142857,2.0,0.04,100
0.25,11250.017618040874,99.839524816269,2.1428571428571423,0.08,0.0857142857142857,2.0,0.04,100
0.5,11248.038766009233,99.6789584589907,4.282275531777192,0.08,0.0857142857142857,2.0,0.04,100
0.75,11246.063443970997,99.51830281596156,6.418253213041279,0.08,0.0857142857142857,2.0,0.04,100
1.0,11244.091651956718,99.35755976989829,8.550788273383311,0.08,0.0857142857142857,2.0,0.04,100
1.25,11242.12338996171,99.19673119841016,10.67987883988113,0.08,0.0857142857142857,2.0,0.04,100
1.5,11240.158657946182,99.0358189739717,12.805523079847063,0.08,0.0857142857142857,2.0,0.04,100
1.75,11238.197455835387,98.87482496389559,14.927719200717885,0.08,0.0857142857142857,2.0,0.04,100
2.0,11236.23978351975,98.71375103030601,17.04646544994422,0.08,0.0857142857142857,2.0,0.04,100
2.25,11234.285640855009,98.55259903011223,19.161760114879346,0.08,0.0857142857142857,2.0,0.04,100
2.5,11232.33502766235,98.39137081498255,21.273601522667466,0.08,0.0857142857142857,2.0,0.04,100
2.75,11230.38794372855,98.23006823131857,23.38198804013138,0.08,0.0857142857142857,2.0,0.04,100
3.0,11228.44438880611,98.06869312022977,25.486918073659634,0.08,0.0857142857142857,2.0,0.04,100
3.25,11226.5043626134,97.90724731750838,27.58839006909313,0.08,0.0857142857142857,2.0,0.04,100
3.5,11224.567864834786,97.74573265360465,29.686402511611167,0.08,0.0857142857142857,2.0,0.04,100
3.75,11222.634895120782,97.58415095360233,31.78095392561698,0.08,0.0857142857142857,2.0,0.04,100
4.0,11220.705453088183,97.42250403719459,33.87204287462274,0.08,0.0857142857142857,2.0,0.04,100
4.25,11218.779538320206,97.26079371866011,35.95966796113405,0.08,0.0857142857142857,2.0,0.04,100
4.5,11216.857150366626,97.09902180683969,38.043827826533914,0.08,0.0857142857142857,2.0,0.04,100
