t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,11252.0,100.0,0.0,0.08,0.07142857142857142,2.0,0.04,100
0.25,11250.017618040874,100.19666767341187,1.7857142857142856,0.08,0.07142857142857142,2.0,0.04,100
0.5,11248.03168732101,100.3933721848222,3.574940494168069,0.08,0.07142857142857142,2.0,0.04,100
0.75,11246.042209111829,100.59011160498984,5.367679283182751,0.08,0.07142857142857142,2.0,0.04,100
1.0,11244.049184726824,100.78688399704886,7.163931276128998,0.08,0.07142857142857142,2.0,0.04,100
1.25,11242.052615521683,100.98368741652853,8.963697061790585,0.08,0.07142857142857142,2.0,0.04,100
1.5,11240.0525028944,101.18051991137384,10.766977194228595,0.08,0.07142857142857142,2.0,0.04,100
1.75,11238.048848285389,101.3773795219663,12.573772192645984,0.08,0.07142857142857142,2.0,0.04,100
2.0,11236.041653177603,101.57426428114522,14.384082541252525,0.08,0.07142857142857142,2.0,0.04,100
2.25,11234.030919096642,101.77117221422925,16.197908689130116,0.08,0.07142857142857142,2.0,0.04,100
2.5,11232.016647610864,101.96810133903847,18.015251050098495,0.08,0.07142857142857142,2.0,0.04,100
2.75,11229.998840331504,102.16504966591673,19.836110002581325,0.08,0.07142857142857142,2.0,0.04,100
3.0,11227.977498912775,102.36201519775449,21.660485889472696,0.08,0.07142857142857142,2.0,0.04,100
3.25,11225.952625051985,102.55899593001202,23.488379018004025,0.08,0.07142857142857142,2.0,0.04,100
3.5,11223.924220489647,102.75598985074295,25.31978965961138,0.08,0.07142857142857142,2.0,0.04,100
3.75,11221.89228700958,102.95299494061831,27.15471804980322,0.08,0.07142857142857142,2.0,0.04,100
4.0,11219.856826439021,103.15000917295087,28.993164388028546,0.08,0.07142857142857142,2.0,0.04,100
4.25,11217.817840648735,103.34703051371997,30.835128837545525,0.08,0.07142857142857142,2.0,0.04,100
4.5,11215.775331553114,103.54405692159668,32.68061152529052,0.08,0.07142857142857142,2.0,0.04,100
4.75,11213.729301110283,103.74108634796936,34.5296125417476,0.08,0.07142857142857142,2.0,0.04,100
5.0,11211.679751322212,103.93811673696972,36.38213194081848,0.08,0.07142857142857142,2.0,0.04,100
5.25,11209.626684234809,104.13514602549915,38.23816973969294,0.08,0.07142857142857142,2.0,0.04,100
5.5,11207.570101938025,104.33217214325555,40.09772591871971,0.08,0.07142857142857142,2.0,0.04,100
5.75,11205.510006565963,104.52919301276049,41.960800421277845,0.08,0.07142857142857142,2.0,0.04,100
6.0,11203.446400296965,104.72620654938686,43.82739315364857,0.08,0.07142857142857142,2.0,0.04,100
6.25,11201.379285353727,104.92321066138686,45.697503984887625,0.08,0.07142857142857142,2.0,0.04,100
6.5,11199.308664003383,105.1202032499204,47.571132746698105,0.08,0.07142857142857142,2.0,0.04,100
6.75,11197.234538557614,105.31718220908392,49.44827923330383,0.08,0.07142857142857142,2.0,0.04,100
7.0,11195.156911372738,105.51414542593969,51.328943201323185,0.08,0.07142857142857142,2.0,0.04,100
7.25,11193.075784849812,105.71109078054533,53.21312436964354,0.08,0.07142857142857142,2.0,0.04,100
7.5,11190.991161434722,105.90801614598396,55.100822419296136,0.08,0.07142857142857142,2.0,0.04,100
7.75,11188.903043618277,106.1049193883946,56.99203699333157,0.08,0.07142857142857142,2.0,0.04,100
8.0,11186.811433936304,106.30179836700307,58.886767696695756,0.08,0.07142857142857142,2.0,0.04,100
8.25,11184.716334969742,106.49865093415323,60.78501409610652,0.08,0.07142857142857142,2.0,0.04,100
8.5,11182.617749344732,106.6954749353387,62.68677571993069,0.08,0.07142857142857142,2.0,0.04,100
8.75,11180.515679732705,106.89226820923493,64.59205205806174,0.08,0.07142857142857142,2.0,0.04,100
9.0,11178.410128850472,107.08902858773176,66.50084256179808,0.08,0.07142857142857142,2.0,0.04,100
9.25,11176.301099460314,107.2857538959663,68.41314664372186,0.08,0.07142857142857142,2.0,0.04,100
9.5,11174.188594370067,107.48244195235625,70.3289636775784,0.08,0.07142857142857142,2.0,0.04,100
9.75,11172.072616433212,107.67909056863375,72.24829299815619,0.08,0.07142857142857142,2.0,0.04,100
