t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,11342.0,10.0,0.0,0.08,0.0857142857142857,2.0,0.04,10
0.25,11341.800176180408,9.985538105305547,0.21428571428571425,0.08,0.0857142857142857,2.0,0.04,10
0.5,11341.600644859333,9.971093609838006,0.4282615308279759,0.08,0.0857142857142857,2.0,0.04,10
0.75,11341.401405673787,9.95666650374353,0.6419278224673617,0.08,0.0857142857142857,2.0,0.04,10
1.0,11341.202458261028,9.942256777135494,0.8552849618332945,0.08,0.0857142857142857,2.0,0.04,10
1.25,11341.00380225856,9.927864420094636,1.0683333213433408,0.08,0.0857142857142857,2.0,0.04,10
1.5,11340.805437304125,9.913489422669223,1.2810732732025116,0.08,0.0857142857142857,2.0,0.04,10
1.75,11340.607363035719,9.899131774875201,1.4935051894025664,0.08,0.0857142857142857,2.0,0.04,10
2.0,11340.409579091578,9.884791466696353,1.7056294417213207,0.08,0.0857142857142857,2.0,0.04,10
2.25,11340.21208511019,9.870468488084452,1.9174464017219568,0.08,0.0857142857142857,2.0,0.04,10
2.5,11340.014880730285,9.856162828959418,2.128956440752338,0.08,0.0857142857142857,2.0,0.04,10
2.75,11339.817965590843,9.841874479209467,2.3401599299443254,0.08,0.0857142857142857,2.0,0.04,10
3.0,11339.621339331092,9.827603428691274,2.5510572402130998,0.08,0.0857142857142857,2.0,0.04,10
3.25,11339.425001590509,9.813349667230115,2.7616487422564844,0.08,0.0857142857142857,2.0,0.04,10
3.5,11339.228952008822,9.799113184620028,2.9719348065542723,0.08,0.0857142857142857,2.0,0.04,10
3.75,11339.033190226004,9.784893970623964,3.1819158033675587,0.08,0.0857142857142857,2.0,0.04,10
4.0,11338.837715882284,9.770692014973935,3.3915921027380724,0.08,0.0857142857142857,2.0,0.04,10
4.25,11338.642528618137,9.756507307371175,3.6009640744875138,0.08,0.0857142857142857,2.0,0.04,10
4.5,11338.447628074293,9.742339837486282,3.810032088216896,0.08,0.0857142857142857,2.0,0.04,10
4.75,11338.25301389173,9.728189594959376,4.018796513305888,0.08,0.0857142857142857,2.0,0.04,10
5.0,11338.058685711683,9.714056569400247,4.22725771891216,0.08,0.0857142857142857,2.0,0.04,10
5.25,11337.864643175637,9.699940750388505,4.435416073970736,0.08,0.0857142857142857,2.0,0.04,10
5.5,11337.670885925329,9.685842127473732,4.643271947193347,0.08,0.0857142857142857,2.0,0.04,10
5.75,11337.477413602752,9.671760690175631,4.850825707067784,0.08,0.0857142857142857,2.0,0.04,10
6.0,11337.284225850153,9.657696427984176,5.058077721857262,0.08,0.0857142857142857,2.0,0.04,10
6.25,11337.091322310034,9.643649330359759,5.26502835959978,0.08,0.0857142857142857,2.0,0.04,10
6.5,11336.898702625153,9.629619386733344,5.47167798810749,0.08,0.0857142857142857,2.0,0.04,10
6.75,11336.70636643852,9.61560658650661,5.678026974966062,0.08,0.0857142857142857,2.0,0.04,10
7.0,11336.514313393407,9.601610919052103,5.88407568753406,0.08,0.0857142857142857,2.0,0.04,10
7.25,11336.322543133338,9.58763237371338,6.089824492942319,0.08,0.0857142857142857,2.0,0.04,10
7.5,11336.131055302094,9.573670939805158,6.2952737580933205,0.08,0.0857142857142857,2.0,0.04,10
7.75,11335.939849543718,9.559726606613467,6.5004238496605735,0.08,0.0857142857142857,2.0,0.04,10
8.0,11335.748925502508,9.545799363395783,6.705275134088005,0.08,0.0857142857142857,2.0,0.04,10
8.25,11335.558282823022,9.53188919938119,6.909827977589343,0.08,0.0857142857142857,2.0,0.04,10
8.5,11335.367921150075,9.517996103770514,7.114082746147511,0.08,0.0857142857142857,2.0,0.04,10
8.75,11335.177840128743,9.504120065736476,7.3180398055140214,0.08,0.0857142857142857,2.0,0.04,10
9.0,11334.988039404361,9.490261074423834,7.521699521208374,0.08,0.0857142857142857,2.0,0.04,10
9.25,11334.798518622527,9.47641911894953,7.725062258517457,0.08,0.0857142857142857,2.0,0.04,10
9.5,11334.609277429096,9.462594188402827,7.928128382494947,0.08,0.0857142857142857,2.0,0.04,10
9.75,11334.420315470186,9.448786271845469,8.130898257960721,0.08,0.0857142857142857,2.0,0.04,10
10.0,11334.23163239218,9.43499535831181,8.333372249500266,0.08,0.0857142857142857,2.0,0.04,10
10.25,11334.04322784172,9.421221436808963,8.53555072146409,0.08,0.0857142857142857,2.0,0.04,10
10.5,11333.855101465708,9.407464496316946,8.737434037967141,0.08,0.0857142857142857,2.0,0.04,10
10.75,11333.667252911315,9.39372452578882,8.93902256288822,0.08,0.0857142857142857,2.0,0.04,10
11.0,11333.479681825971,9.380001514150834,9.140316659869407,0.08,0.0857142857142857,2.0,0.04,10
11.25,11333.292387857373,9.36629545030257,9.341316692315496,0.08,0.0857142857142857,2.0,0.04,10
11.5,11333.10537065348,9.352606323117076,9.542023023393408,0.08,0.0857142857142857,2.0,0.04,10
11.75,11332.918629862519,9.338934121441019,9.74243601603163,0.08,0.0857142857142857,2.0,0.04,10
12.0,11332.732165132977,9.325278834094819,9.942556032919653,0.08,0.0857142857142857,2.0,0.04,10
12.25,11332.545976113612,9.311640449872788,10.142383436507398,0.08,0.0857142857142857,2.0,0.04,10
12.5,11332.360062453445,9.298018957543277,10.341918589004672,0.08,0.0857142857142857,2.0,0.04,10
12.75,11332.174423801764,9.284414345848813,10.5411618523806,0.08,0.0857142857142857,2.0,0.04,10
13.0,11331.989059808124,9.270826603506237,10.740113588363075,0.08,0.0857142857142857,2.0,0.04,10
13.25,11331.803970122348,9.257255719206844,10.938774158438209,0.08,0.0857142857142857,2.0,0.04,10
