t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,11351.0,1.0,0.0,0.12,0.0857142857142857,2.0,0.06,1
0.25,11350.970002642705,1.0085687858652974,0.021428571428571425,0.12,0.0857142857142857,2.0,0.06,1
0.5,11350.939748324434,1.0172109158683165,0.04304075969711351,0.12,0.0857142857142857,2.0,0.06,1
0.75,11350.909234847115,1.025927016418312,0.06483813646572029,0.12,0.0857142857142857,2.0,0.06,1
1.0,11350.87845999393,1.0347177192507981,0.08682228681754126,0.12,0.0857142857142857,2.0,0.06,1
1.25,11350.847421529154,1.043583661472427,0.1089948093729155,0.12,0.0857142857142857,2.0,0.06,1
1.5,11350.816117197988,1.0525254856062403,0.13135731640446752,0.12,0.0857142857142857,2.0,0.06,1
1.75,11350.784544726408,1.0615438396372945,0.15391143395317267,0.12,0.0857142857142857,2.0,0.06,1
2.0,11350.752701820995,1.0706393770586622,0.1766588019454004,0.12,0.0857142857142857,2.0,0.06,1
2.25,11350.72058616877,1.0798127569178144,0.19960107431094315,0.12,0.0857142857142857,2.0,0.06,1
2.5,11350.688195437035,1.089064643863385,0.22273991910203916,0.12,0.0857142857142857,2.0,0.06,1
2.75,11350.655527273195,1.0983957081923228,0.24607701861339742,0.12,0.0857142857142857,2.0,0.06,1
3.0,11350.6225793046,1.1078066258974302,0.2696140695032329,0.12,0.0857142857142857,2.0,0.06,1
3.25,11350.58934913837,1.1172980787152964,0.2933527829153207,0.12,0.0857142857142857,2.0,0.06,1
3.5,11350.555834361225,1.1268707541746252,0.31729488460207705,0.12,0.0857142857142857,2.0,0.06,1
3.75,11350.522032539307,1.1365253456449602,0.34144211504867616,0.12,0.0857142857142857,2.0,0.06,1
4.0,11350.487941218016,1.1462625523858125,0.365796229598211,0.12,0.0857142857142857,2.0,0.06,1
4.25,11350.453557921826,1.1560830795961932,0.390358998577907,0.12,0.0857142857142857,2.0,0.06,1
4.5,11350.41888015411,1.1659876384645527,0.41513220742639684,0.12,0.0857142857142857,2.0,0.06,1
4.75,11350.383905396959,1.175976946219133,0.44011765682206583,0.12,0.0857142857142857,2.0,0.06,1
5.0,11350.348631111008,1.1860517261787322,0.4653171628124758,0.12,0.0857142857142857,2.0,0.06,1
5.25,11350.31305473525,1.196212707803888,0.4907325569448772,0.12,0.0857142857142857,2.0,0.06,1
5.5,11350.277173686853,1.206460626748481,0.5163656863978177,0.12,0.0857142857142857,2.0,0.06,1
5.75,11350.240985360973,1.2167962249117634,0.5422184141138565,0.12,0.0857142857142857,2.0,0.06,1
6.0,11350.204487130575,1.2272202504908145,0.5682926189333943,0.12,0.0857142857142857,2.0,0.06,1
6.25,11350.167676346236,1.2377334580334263,0.594590195729626,0.12,0.0857142857142857,2.0,0.06,1
6.5,11350.130550335964,1.2483366084914245,0.621113055544628,0.12,0.0857142857142857,2.0,0.06,1
