t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,11350.0,2.0,0.0,0.04,0.06428571428571428,2.0,0.02,2
0.25,11349.980003523608,1.9878536192489682,0.03214285714285714,0.04,0.06428571428571428,2.0,0.02,2
0.5,11349.960128524639,1.9757809707646947,0.0640905045950727,0.04,0.06428571428571428,2.0,0.02,2
0.75,11349.940374265265,1.9637816073938323,0.09584412733950529,0.04,0.06428571428571428,2.0,0.02,2
1.0,11349.920740012136,1.9518550846896803,0.12740490317262043,0.04,0.06428571428571428,2.0,0.02,2
1.25,11349.901225036354,1.9400009608958622,0.1587740027479903,0.04,0.06428571428571428,2.0,0.02,2
1.5,11349.881828613448,1.9282187969301035,0.18995258961953093,0.04,0.06428571428571428,2.0,0.02,2
1.75,11349.862550023345,1.9165081563681046,0.220941820284479,0.04,0.06428571428571428,2.0,0.02,2
2.0,11349.843388550344,1.9048686054275108,0.25174284422610926,0.04,0.06428571428571428,2.0,0.02,2
2.25,11349.82434348309,1.8932997129519789,0.2823568039561943,0.04,0.06428571428571428,2.0,0.02,2
2.5,11349.805414114546,1.8818010503953377,0.3127848350572082,0.04,0.06428571428571428,2.0,0.02,2
2.75,11349.786599741969,1.8703721918058451,0.3430280662242762,0.04,0.06428571428571428,2.0,0.02,2
3.0,11349.767899666882,1.8590127138105381,0.3730876193068701,0.04,0.06428571428571428,2.0,0.02,2
3.25,11349.749313195049,1.847722195599677,0.40296460935025374,0.04,0.06428571428571428,2.0,0.02,2
3.5,11349.730839636451,1.8365002189112827,0.4326601446366771,0.04,0.06428571428571428,2.0,0.02,2
3.75,11349.712478305257,1.825346368015767,0.4621753267263227,0.04,0.06428571428571428,2.0,0.02,2
4.0,11349.6942285198,1.8142602297006547,0.4915112504980047,0.04,0.06428571428571428,2.0,0.02,2
4.25,11349.676089602553,1.803241393255396,0.5206690041896224,0.04,0.06428571428571428,2.0,0.02,2
4.5,11349.658060880103,1.7922894504562719,0.5496496694383698,0.04,0.06428571428571428,2.0,0.02,2
4.75,11349.640141683125,1.781403995551389,0.5784543213207027,0.04,0.06428571428571428,2.0,0.02,2
5.0,11349.62233134636,1.7705846252457644,0.6070840283920643,0.04,0.06428571428571428,2.0,0.02,2
5.25,11349.604629208585,1.7598309386864996,0.6355398527263713,0.04,0.06428571428571428,2.0,0.02,2
5.5,11349.587034612594,1.7491425374480436,0.6638228499552614,0.04,0.06428571428571428,2.0,0.02,2
