t,S,I,R,beta,delta,contact_rate,infection_prob,I0
0.0,10852.0,500.0,0.0,0.08,0.07857142857142857,2.0,0.04,500
0.25,10842.440451021846,499.73812040672505,9.821428571428571,0.08,0.07857142857142857,2.0,0.04,500
0.5,10832.894325560932,499.46796135965104,19.637713079417814,0.08,0.07857142857142857,2.0,0.04,500
0.75,10823.361761000657,499.18954810750495,29.448690891839533,0.08,0.07857142857142857,2.0,0.04,500
1.0,10813.842893723564,498.90290640391476,39.25419987252266,0.08,0.07857142857142857,2.0,0.04,500
1.25,10804.337859105744,498.6080625030853,49.05407839117099,0.08,0.07857142857142857,2.0,0.04,500
1.5,10794.846791511387,498.30504315541816,58.84816533319588,0.08,0.07857142857142857,2.0,0.04,500
1.75,10785.369824287462,497.9938756030767,68.63630010946302,0.08,0.07857142857142857,2.0,0.04,500
2.0,10775.907089758552,497.6745875754978,78.41832266595203,0.08,0.07857142857142857,2.0,0.04,500
2.25,10766.458719221822,497.3472072848511,88.19407349332788,0.08,0.07857142857142857,2.0,0.04,500
2.5,10757.024842942132,497.0117634214468,97.96339363642316,0.08,0.07857142857142857,2.0,0.04,500
2.75,10747.605590147277,496.66828514909355,107.72612470363015,0.08,0.07857142857142857,2.0,0.04,500
3.0,10738.201089023392,496.3168021004073,117.48210887620164,0.08,0.07857142857142857,2.0,0.04,500
3.25,10728.81146671047,495.9573443720725,127.23118891745963,0.08,0.07857142857142857,2.0,0.04,500
3.5,10719.436849298034,495.5899425200565,136.97320818191105,0.08,0.07857142857142857,2.0,0.04,500
3.75,10710.077361820953,495.21462755477893,146.7080106242693,0.08,0.07857142857142857,2.0,0.04,500
4.0,10700.733128255384,494.8314309362363,156.43544080838103,0.08,0.07857142857142857,2.0,0.04,500
4.25,10691.40427151486,494.4403845690842,166.1553439160571,0.08,0.07857142857142857,2.0,0.04,500
4.5,10682.090913446518,494.0415207976771,175.86756575580696,0.08,0.07857142857142857,2.0,0.04,500
4.75,10672.793174827459,493.6348724010679,185.57195277147562,0.08,0.07857142857142857,2.0,0.04,500
5.0,10663.511175361253,493.22047258796795,195.2683520507823,0.08,0.07857142857142857,2.0,0.04,500
5.25,10654.245033674573,492.7983549916686,204.95661133376026,0.08,0.07857142857142857,2.0,0.04,500
5.5,10644.994867313979,492.36855366492597,214.63657902109662,0.08,0.07857142857142857,2.0,0.04,500
5.75,10635.76079274282,491.9311030748098,224.30810418237195,0.08,0.07857142857142857,2.0,0.04,500
6.0,10626.542925338284,491.4860380975177,233.97103656419858,0.08,0.07857142857142857,2.0,0.04,500
6.25,10617.341379388588,491.03339401315577,243.62522659825697,0.08,0.07857142857142857,2.0,0.04,500
6.5,10608.156268090284,490.57320650048734,253.27052540922966,0.08,0.07857142857142857,2.0,0.04,500
6.75,10598.98770354572,490.10551163165024,262.9067848226321,0.08,0.07857142857142857,2.0,0.04,500
7.0,10589.835796760617,489.6303458668447,272.53385737253956,0.08,0.07857142857142857,2.0,0.04,500
7.25,10580.700657641799,489.14774604899236,282.1515963092097,0.08,0.07857142857142857,2.0,0.04,500
7.5,10571.582394995032,488.6577493983678,291.75985560660064,0.08,0.07857142857142857,2.0,0.04,500
